"group_code","group_name","iso3","country","country_type","aq_type","sector","sector_long","year","prod_mt"
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","inland","crustaceans","inland-crustaceans",2018,1.0200766079757
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","inland","crustaceans","inland-crustaceans",2019,1.04055628613922
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","inland","crustaceans","inland-crustaceans",2020,1.06144712677269
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","inland","crustaceans","inland-crustaceans",2021,1.08275738462384
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","inland","crustaceans","inland-crustaceans",2022,1.10449548016773
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","inland","crustaceans","inland-crustaceans",2023,1.12667000293399
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","inland","crustaceans","inland-crustaceans",2024,1.14928971490088
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","inland","crustaceans","inland-crustaceans",2025,1.17236355395745
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","inland","crustaceans","inland-crustaceans",2026,1.19590063743526
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","inland","crustaceans","inland-crustaceans",2027,1.21991026571094
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","inland","crustaceans","inland-crustaceans",2028,1.24440192588115
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","inland","crustaceans","inland-crustaceans",2029,1.26938529551128
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","inland","crustaceans","inland-crustaceans",2030,1.29487024645938
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","inland","finfish","inland-finfish",2018,17405.8452032602
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","inland","finfish","inland-finfish",2019,17717.1606573016
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","inland","finfish","inland-finfish",2020,18034.0442013031
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","inland","finfish","inland-finfish",2021,18356.5954243646
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","inland","finfish","inland-finfish",2022,18684.915696805
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","inland","finfish","inland-finfish",2023,19019.1082020207
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","inland","finfish","inland-finfish",2024,19359.277968914
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","inland","finfish","inland-finfish",2025,19705.5319049008
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","inland","finfish","inland-finfish",2026,20057.9788295092
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","inland","finfish","inland-finfish",2027,20416.7295085794
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","inland","finfish","inland-finfish",2028,20781.8966890742
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","inland","finfish","inland-finfish",2029,21153.595134513
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","inland","finfish","inland-finfish",2030,21531.9416610392
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","bivalves","marine-bivalves",2018,19.8177288427881
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","bivalves","marine-bivalves",2019,20.6706513940144
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","bivalves","marine-bivalves",2020,21.5602823331777
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","bivalves","marine-bivalves",2021,22.4882015290984
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","bivalves","marine-bivalves",2022,23.4560568455602
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","bivalves","marine-bivalves",2023,24.4655670677018
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","bivalves","marine-bivalves",2024,25.5185249543558
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","bivalves","marine-bivalves",2025,26.6168004217549
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","bivalves","marine-bivalves",2026,27.7623438642603
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","bivalves","marine-bivalves",2027,28.9571896180079
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","bivalves","marine-bivalves",2028,30.2034595736252
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","bivalves","marine-bivalves",2029,31.5033669444323
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","bivalves","marine-bivalves",2030,32.8592201968217
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","crustaceans","marine-crustaceans",2018,3075.46401711509
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","crustaceans","marine-crustaceans",2019,3152.82630685656
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","crustaceans","marine-crustaceans",2020,3232.1346196504
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","crustaceans","marine-crustaceans",2021,3313.43790706892
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","crustaceans","marine-crustaceans",2022,3396.7863520452
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","crustaceans","marine-crustaceans",2023,3482.23139984754
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","crustaceans","marine-crustaceans",2024,3569.82578983314
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","crustaceans","marine-crustaceans",2025,3659.62358800043
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","crustaceans","marine-crustaceans",2026,3751.68022036031
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","crustaceans","marine-crustaceans",2027,3846.05250714684
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","crustaceans","marine-crustaceans",2028,3942.79869788846
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","crustaceans","marine-crustaceans",2029,4041.9785073614
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","crustaceans","marine-crustaceans",2030,4143.65315244751
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","finfish","marine-finfish",2018,725.495891313961
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","finfish","marine-finfish",2019,751.920411876342
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","finfish","marine-finfish",2020,779.30738487341
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","finfish","marine-finfish",2021,807.691865423267
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","finfish","marine-finfish",2022,837.110185446128
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","finfish","marine-finfish",2023,867.600000168906
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","finfish","marine-finfish",2024,899.200336323619
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","finfish","marine-finfish",2025,931.951642101311
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","finfish","marine-finfish",2026,965.895838925429
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","finfish","marine-finfish",2027,1001.07637511093
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","finfish","marine-finfish",2028,1037.53828147779
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","finfish","marine-finfish",2029,1075.32822899012
"SAC","Other South America and Caribbean","CRI","Costa Rica","coastal","marine","finfish","marine-finfish",2030,1114.49458849465
"EUN","E27","CSK","Czechoslovakia","inland","inland","crustaceans","inland-crustaceans",2018,7.5
"EUN","E27","CSK","Czechoslovakia","inland","inland","crustaceans","inland-crustaceans",2019,7.65057455981777
"EUN","E27","CSK","Czechoslovakia","inland","inland","crustaceans","inland-crustaceans",2020,7.80417214604412
"EUN","E27","CSK","Czechoslovakia","inland","inland","crustaceans","inland-crustaceans",2021,7.96085345079514
"EUN","E27","CSK","Czechoslovakia","inland","inland","crustaceans","inland-crustaceans",2022,8.12068038467878
"EUN","E27","CSK","Czechoslovakia","inland","inland","crustaceans","inland-crustaceans",2023,8.28371610125795
"EUN","E27","CSK","Czechoslovakia","inland","inland","crustaceans","inland-crustaceans",2024,8.45002502200493
"EUN","E27","CSK","Czechoslovakia","inland","inland","crustaceans","inland-crustaceans",2025,8.6196728617566
"EUN","E27","CSK","Czechoslovakia","inland","inland","crustaceans","inland-crustaceans",2026,8.79272665468089
"EUN","E27","CSK","Czechoslovakia","inland","inland","crustaceans","inland-crustaceans",2027,8.96925478076443
"EUN","E27","CSK","Czechoslovakia","inland","inland","crustaceans","inland-crustaceans",2028,9.14932699283204
"EUN","E27","CSK","Czechoslovakia","inland","inland","crustaceans","inland-crustaceans",2029,9.33301444410864
"EUN","E27","CSK","Czechoslovakia","inland","inland","crustaceans","inland-crustaceans",2030,9.52038971633458
"EUN","E27","CSK","Czechoslovakia","inland","inland","finfish","inland-finfish",2018,8
"EUN","E27","CSK","Czechoslovakia","inland","inland","finfish","inland-finfish",2019,8.14308547520946
"EUN","E27","CSK","Czechoslovakia","inland","inland","finfish","inland-finfish",2020,8.28873013207091
"EUN","E27","CSK","Czechoslovakia","inland","inland","finfish","inland-finfish",2021,8.4369797432997
"EUN","E27","CSK","Czechoslovakia","inland","inland","finfish","inland-finfish",2022,8.58788090028753
"EUN","E27","CSK","Czechoslovakia","inland","inland","finfish","inland-finfish",2023,8.74148102774501
"EUN","E27","CSK","Czechoslovakia","inland","inland","finfish","inland-finfish",2024,8.89782839860618
"EUN","E27","CSK","Czechoslovakia","inland","inland","finfish","inland-finfish",2025,9.05697214919953
"EUN","E27","CSK","Czechoslovakia","inland","inland","finfish","inland-finfish",2026,9.21896229469041
"EUN","E27","CSK","Czechoslovakia","inland","inland","finfish","inland-finfish",2027,9.38384974479965
"EUN","E27","CSK","Czechoslovakia","inland","inland","finfish","inland-finfish",2028,9.55168631980325
"EUN","E27","CSK","Czechoslovakia","inland","inland","finfish","inland-finfish",2029,9.72252476681834
"EUN","E27","CSK","Czechoslovakia","inland","inland","finfish","inland-finfish",2030,9.89641877638033
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","inland","crustaceans","inland-crustaceans",2018,7.5
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","inland","crustaceans","inland-crustaceans",2019,7.65057455981777
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","inland","crustaceans","inland-crustaceans",2020,7.80417214604412
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","inland","crustaceans","inland-crustaceans",2021,7.96085345079514
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","inland","crustaceans","inland-crustaceans",2022,8.12068038467878
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","inland","crustaceans","inland-crustaceans",2023,8.28371610125795
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","inland","crustaceans","inland-crustaceans",2024,8.45002502200493
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","inland","crustaceans","inland-crustaceans",2025,8.6196728617566
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","inland","crustaceans","inland-crustaceans",2026,8.79272665468089
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","inland","crustaceans","inland-crustaceans",2027,8.96925478076443
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","inland","crustaceans","inland-crustaceans",2028,9.14932699283204
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","inland","crustaceans","inland-crustaceans",2029,9.33301444410864
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","inland","crustaceans","inland-crustaceans",2030,9.52038971633458
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","inland","finfish","inland-finfish",2018,24928.020410985
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","inland","finfish","inland-finfish",2019,25373.8751168021
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","inland","finfish","inland-finfish",2020,25827.7042391762
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","inland","finfish","inland-finfish",2021,26289.6504060052
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","inland","finfish","inland-finfish",2022,26759.8587961844
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","inland","finfish","inland-finfish",2023,27238.4771852332
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","inland","finfish","inland-finfish",2024,27725.6559917371
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","inland","finfish","inland-finfish",2025,28221.548324621
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","inland","finfish","inland-finfish",2026,28726.3100312679
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","inland","finfish","inland-finfish",2027,29240.0997464977
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","inland","finfish","inland-finfish",2028,29763.0789424226
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","inland","finfish","inland-finfish",2029,30295.4119791943
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","inland","finfish","inland-finfish",2030,30837.266156658
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","bivalves","marine-bivalves",2018,1101.98210622844
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","bivalves","marine-bivalves",2019,1115.11897378114
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","bivalves","marine-bivalves",2020,1128.41244758735
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","bivalves","marine-bivalves",2021,1141.86439456997
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","bivalves","marine-bivalves",2022,1155.47670390769
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","bivalves","marine-bivalves",2023,1169.25128730035
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","bivalves","marine-bivalves",2024,1183.19007923742
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","bivalves","marine-bivalves",2025,1197.29503726965
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","bivalves","marine-bivalves",2026,1211.56814228398
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","bivalves","marine-bivalves",2027,1226.0113987818
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","bivalves","marine-bivalves",2028,1240.62683516036
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","bivalves","marine-bivalves",2029,1255.41650399773
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","bivalves","marine-bivalves",2030,1270.38248234101
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","crustaceans","marine-crustaceans",2018,6014.93844903838
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","crustaceans","marine-crustaceans",2019,6425.05497171376
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","crustaceans","marine-crustaceans",2020,6863.13446750955
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","crustaceans","marine-crustaceans",2021,7331.08353570303
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","crustaceans","marine-crustaceans",2022,7830.93877322187
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","crustaceans","marine-crustaceans",2023,8364.87563827342
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","crustaceans","marine-crustaceans",2024,8935.21791832272
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","crustaceans","marine-crustaceans",2025,9544.44784362564
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","crustaceans","marine-crustaceans",2026,10195.216890333
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","crustaceans","marine-crustaceans",2027,10890.3573201828
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","crustaceans","marine-crustaceans",2028,11632.8945070031
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","crustaceans","marine-crustaceans",2029,12426.0601036726
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","crustaceans","marine-crustaceans",2030,13273.3061068446
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","finfish","marine-finfish",2018,6.51
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","finfish","marine-finfish",2019,6.57532025231461
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","finfish","marine-finfish",2020,6.64129591712729
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","finfish","marine-finfish",2021,6.70793357073754
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","finfish","marine-finfish",2022,6.77523985543036
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","finfish","marine-finfish",2023,6.8432214801383
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","finfish","marine-finfish",2024,6.91188522111025
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","finfish","marine-finfish",2025,6.98123792258683
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","finfish","marine-finfish",2026,7.05128649748264
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","finfish","marine-finfish",2027,7.12203792807529
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","finfish","marine-finfish",2028,7.19349926670142
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","finfish","marine-finfish",2029,7.26567763645962
"SAC","Other South America and Caribbean","CUB","Cuba","coastal","marine","finfish","marine-finfish",2030,7.33858023192048
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","inland","crustaceans","inland-crustaceans",2018,7.5
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","inland","crustaceans","inland-crustaceans",2019,7.65057455981777
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","inland","crustaceans","inland-crustaceans",2020,7.80417214604412
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","inland","crustaceans","inland-crustaceans",2021,7.96085345079514
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","inland","crustaceans","inland-crustaceans",2022,8.12068038467878
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","inland","crustaceans","inland-crustaceans",2023,8.28371610125795
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","inland","crustaceans","inland-crustaceans",2024,8.45002502200493
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","inland","crustaceans","inland-crustaceans",2025,8.6196728617566
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","inland","crustaceans","inland-crustaceans",2026,8.79272665468089
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","inland","crustaceans","inland-crustaceans",2027,8.96925478076443
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","inland","crustaceans","inland-crustaceans",2028,9.14932699283204
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","inland","crustaceans","inland-crustaceans",2029,9.33301444410864
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","inland","crustaceans","inland-crustaceans",2030,9.52038971633458
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","inland","finfish","inland-finfish",2018,8
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","inland","finfish","inland-finfish",2019,8.14308547520946
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","inland","finfish","inland-finfish",2020,8.28873013207091
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","inland","finfish","inland-finfish",2021,8.4369797432997
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","inland","finfish","inland-finfish",2022,8.58788090028753
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","inland","finfish","inland-finfish",2023,8.74148102774501
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","inland","finfish","inland-finfish",2024,8.89782839860618
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","inland","finfish","inland-finfish",2025,9.05697214919953
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","inland","finfish","inland-finfish",2026,9.21896229469041
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","inland","finfish","inland-finfish",2027,9.38384974479965
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","inland","finfish","inland-finfish",2028,9.55168631980325
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","inland","finfish","inland-finfish",2029,9.72252476681834
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","inland","finfish","inland-finfish",2030,9.89641877638033
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","bivalves","marine-bivalves",2018,6.3
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","bivalves","marine-bivalves",2019,6.37510309388351
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","bivalves","marine-bivalves",2020,6.45110150121319
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","bivalves","marine-bivalves",2021,6.52800589513346
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","bivalves","marine-bivalves",2022,6.60582707602462
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","bivalves","marine-bivalves",2023,6.68457597301968
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","bivalves","marine-bivalves",2024,6.76426364553923
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","bivalves","marine-bivalves",2025,6.84490128484459
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","bivalves","marine-bivalves",2026,6.92650021560952
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","bivalves","marine-bivalves",2027,7.00907189751064
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","bivalves","marine-bivalves",2028,7.09262792683684
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","bivalves","marine-bivalves",2029,7.17718003811779
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","bivalves","marine-bivalves",2030,7.26274010577202
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","crustaceans","marine-crustaceans",2018,11
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","crustaceans","marine-crustaceans",2019,11.2767013960887
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","crustaceans","marine-crustaceans",2020,11.5603631251407
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","crustaceans","marine-crustaceans",2021,11.8511602720515
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","crustaceans","marine-crustaceans",2022,12.1492723259194
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","crustaceans","marine-crustaceans",2023,12.4548832908324
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","crustaceans","marine-crustaceans",2024,12.768181799441
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","crustaceans","marine-crustaceans",2025,13.0893612293882
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","crustaceans","marine-crustaceans",2026,13.4186198226682
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","crustaceans","marine-crustaceans",2027,13.7561608079878
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","crustaceans","marine-crustaceans",2028,14.1021925262051
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","crustaceans","marine-crustaceans",2029,14.4569285589244
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","crustaceans","marine-crustaceans",2030,14.8205878603251
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","finfish","marine-finfish",2018,6.51
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","finfish","marine-finfish",2019,6.57532025231461
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","finfish","marine-finfish",2020,6.64129591712729
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","finfish","marine-finfish",2021,6.70793357073754
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","finfish","marine-finfish",2022,6.77523985543036
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","finfish","marine-finfish",2023,6.8432214801383
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","finfish","marine-finfish",2024,6.91188522111025
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","finfish","marine-finfish",2025,6.98123792258683
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","finfish","marine-finfish",2026,7.05128649748264
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","finfish","marine-finfish",2027,7.12203792807529
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","finfish","marine-finfish",2028,7.19349926670142
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","finfish","marine-finfish",2029,7.26567763645962
"SAC","Other South America and Caribbean","CUW","Curaçao","coastal","marine","finfish","marine-finfish",2030,7.33858023192048
"SAC","Other South America and Caribbean","CYM","Cayman Islands","coastal","inland","crustaceans","inland-crustaceans",2018,7.5
"SAC","Other South America and Caribbean","CYM","Cayman Islands","coastal","inland","crustaceans","inland-crustaceans",2019,7.65057455981777
"SAC","Other South America and Caribbean","CYM","Cayman Islands","coastal","inland","crustaceans","inland-crustaceans",2020,7.80417214604412
"SAC","Other South America and Caribbean","CYM","Cayman Islands","coastal","inland","crustaceans","inland-crustaceans",2021,7.96085345079514
"SAC","Other South America and Caribbean","CYM","Cayman Islands","coastal","inland","crustaceans","inland-crustaceans",2022,8.12068038467878
"SAC","Other South America and Caribbean","CYM","Cayman Islands","coastal","inland","crustaceans","inland-crustaceans",2023,8.28371610125795
"SAC","Other South America and Caribbean","CYM","Cayman Islands","coastal","inland","crustaceans","inland-crustaceans",2024,8.45002502200493
"SAC","Other South America and Caribbean","CYM","Cayman Islands","coastal","inland","crustaceans","inland-crustaceans",2025,8.6196728617566
"SAC","Other South America and Caribbean","CYM","Cayman Islands","coastal","inland","crustaceans","inland-crustaceans",2026,8.79272665468089
"SAC","Other South America and Caribbean","CYM","Cayman Islands","coastal","inland","crustaceans","inland-crustaceans",2027,8.96925478076443
"SAC","Other South America and Caribbean","CYM","Cayman Islands","coastal","inland","crustaceans","inland-crustaceans",2028,9.14932699283204
"SAC","Other South America and Caribbean","CYM","Cayman Islands","coastal","inland","crustaceans","inland-crustaceans",2029,9.33301444410864
"SAC","Other South America and Caribbean","CYM","Cayman Islands","coastal","inland","crustaceans","inland-crustaceans",2030,9.52038971633458
"SAC","Other South America and Caribbean","CYM","Cayman Islands","coastal","inland","finfish","inland-finfish",2018,8
"SAC","Other South America and Caribbean","CYM","Cayman Islands","coastal","inland","finfish","inland-finfish",2019,8.14308547520946
"SAC","Other South America and Caribbean","CYM","Cayman Islands","coastal","inland","finfish","inland-finfish",2020,8.28873013207091
"SAC","Other South America and Caribbean","CYM","Cayman Islands","coastal","inland","finfish","inland-finfish",2021,8.4369797432997
"SAC","Other South America and Caribbean","CYM","Cayman Islands","coastal","inland","finfish","inland-finfish",2022,8.58788090028753
"SAC","Other South America and Caribbean","CYM","Cayman Islands","coastal","inland","finfish","inland-finfish",2023,8.74148102774501
"SAC","Other South America and Caribbean","CYM","Cayman Islands","coastal","inland","finfish","inland-finfish",2024,8.89782839860618
"SAC","Other South America and Caribbean","CYM","Cayman Islands","coastal","inland","finfish","inland-finfish",2025,9.05697214919953
"SAC","Other South America and Caribbean","CYM","Cayman Islands","coastal","inland","finfish","inland-finfish",2026,9.21896229469041
"SAC","Other South America and Caribbean","CYM","Cayman Islands","coastal","inland","finfish","inland-finfish",2027,9.38384974479965
"SAC","Other South America and Caribbean","CYM","Cayman Islands","coastal","inland","finfish","inland-finfish",2028,9.55168631980325
"SAC","Other South America and Caribbean","CYM","Cayman Islands","coastal","inland","finfish","inland-finfish",2029,9.72252476681834
"SAC","Other South America and Caribbean","CYM","Cayman Islands","coastal","inland","finfish","inland-finfish",2030,9.89641877638033
