"group_code","group_name","iso3","country","country_type","aq_type","sector","sector_long","year","prod_mt"
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","bivalves","marine-bivalves",2022,6.60582707602462
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","bivalves","marine-bivalves",2023,6.68457597301968
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","bivalves","marine-bivalves",2024,6.76426364553923
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","bivalves","marine-bivalves",2025,6.84490128484459
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","bivalves","marine-bivalves",2026,6.92650021560952
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","bivalves","marine-bivalves",2027,7.00907189751064
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","bivalves","marine-bivalves",2028,7.09262792683684
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","bivalves","marine-bivalves",2029,7.17718003811779
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","bivalves","marine-bivalves",2030,7.26274010577202
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","crustaceans","marine-crustaceans",2018,11
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","crustaceans","marine-crustaceans",2019,11.2767013960887
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","crustaceans","marine-crustaceans",2020,11.5603631251407
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","crustaceans","marine-crustaceans",2021,11.8511602720515
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","crustaceans","marine-crustaceans",2022,12.1492723259194
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","crustaceans","marine-crustaceans",2023,12.4548832908324
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","crustaceans","marine-crustaceans",2024,12.768181799441
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","crustaceans","marine-crustaceans",2025,13.0893612293882
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","crustaceans","marine-crustaceans",2026,13.4186198226682
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","crustaceans","marine-crustaceans",2027,13.7561608079878
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","crustaceans","marine-crustaceans",2028,14.1021925262051
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","crustaceans","marine-crustaceans",2029,14.4569285589244
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","crustaceans","marine-crustaceans",2030,14.8205878603251
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","finfish","marine-finfish",2018,6.51
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","finfish","marine-finfish",2019,6.57532025231461
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","finfish","marine-finfish",2020,6.64129591712729
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","finfish","marine-finfish",2021,6.70793357073754
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","finfish","marine-finfish",2022,6.77523985543036
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","finfish","marine-finfish",2023,6.8432214801383
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","finfish","marine-finfish",2024,6.91188522111025
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","finfish","marine-finfish",2025,6.98123792258683
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","finfish","marine-finfish",2026,7.05128649748264
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","finfish","marine-finfish",2027,7.12203792807529
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","finfish","marine-finfish",2028,7.19349926670142
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","finfish","marine-finfish",2029,7.26567763645962
"SAC","Other South America and Caribbean","ABW","Aruba","coastal","marine","finfish","marine-finfish",2030,7.33858023192048
"ASL","LDC Asia","AFG","Afghanistan","inland","inland","crustaceans","inland-crustaceans",2018,7.5
"ASL","LDC Asia","AFG","Afghanistan","inland","inland","crustaceans","inland-crustaceans",2019,7.65057455981777
"ASL","LDC Asia","AFG","Afghanistan","inland","inland","crustaceans","inland-crustaceans",2020,7.80417214604412
"ASL","LDC Asia","AFG","Afghanistan","inland","inland","crustaceans","inland-crustaceans",2021,7.96085345079514
"ASL","LDC Asia","AFG","Afghanistan","inland","inland","crustaceans","inland-crustaceans",2022,8.12068038467878
"ASL","LDC Asia","AFG","Afghanistan","inland","inland","crustaceans","inland-crustaceans",2023,8.28371610125795
"ASL","LDC Asia","AFG","Afghanistan","inland","inland","crustaceans","inland-crustaceans",2024,8.45002502200493
"ASL","LDC Asia","AFG","Afghanistan","inland","inland","crustaceans","inland-crustaceans",2025,8.6196728617566
"ASL","LDC Asia","AFG","Afghanistan","inland","inland","crustaceans","inland-crustaceans",2026,8.79272665468089
"ASL","LDC Asia","AFG","Afghanistan","inland","inland","crustaceans","inland-crustaceans",2027,8.96925478076443
"ASL","LDC Asia","AFG","Afghanistan","inland","inland","crustaceans","inland-crustaceans",2028,9.14932699283204
"ASL","LDC Asia","AFG","Afghanistan","inland","inland","crustaceans","inland-crustaceans",2029,9.33301444410864
"ASL","LDC Asia","AFG","Afghanistan","inland","inland","crustaceans","inland-crustaceans",2030,9.52038971633458
"ASL","LDC Asia","AFG","Afghanistan","inland","inland","finfish","inland-finfish",2018,7471.20745721183
"ASL","LDC Asia","AFG","Afghanistan","inland","inland","finfish","inland-finfish",2019,7974.13440981396
"ASL","LDC Asia","AFG","Afghanistan","inland","inland","finfish","inland-finfish",2020,8510.91606677308
"ASL","LDC Asia","AFG","Afghanistan","inland","inland","finfish","inland-finfish",2021,9083.831369397
"ASL","LDC Asia","AFG","Afghanistan","inland","inland","finfish","inland-finfish",2022,9695.31266672767
"ASL","LDC Asia","AFG","Afghanistan","inland","inland","finfish","inland-finfish",2023,10347.9560422366
"ASL","LDC Asia","AFG","Afghanistan","inland","inland","finfish","inland-finfish",2024,11044.5323356655
"ASL","LDC Asia","AFG","Afghanistan","inland","inland","finfish","inland-finfish",2025,11787.9989068059
"ASL","LDC Asia","AFG","Afghanistan","inland","inland","finfish","inland-finfish",2026,12581.5121911619
"ASL","LDC Asia","AFG","Afghanistan","inland","inland","finfish","inland-finfish",2027,13428.4411008014
"ASL","LDC Asia","AFG","Afghanistan","inland","inland","finfish","inland-finfish",2028,14332.3813272911
"ASL","LDC Asia","AFG","Afghanistan","inland","inland","finfish","inland-finfish",2029,15297.1706074373
"ASL","LDC Asia","AFG","Afghanistan","inland","inland","finfish","inland-finfish",2030,16326.9050166467
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","inland","crustaceans","inland-crustaceans",2018,7.5
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","inland","crustaceans","inland-crustaceans",2019,7.65057455981777
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","inland","crustaceans","inland-crustaceans",2020,7.80417214604412
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","inland","crustaceans","inland-crustaceans",2021,7.96085345079514
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","inland","crustaceans","inland-crustaceans",2022,8.12068038467878
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","inland","crustaceans","inland-crustaceans",2023,8.28371610125795
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","inland","crustaceans","inland-crustaceans",2024,8.45002502200493
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","inland","crustaceans","inland-crustaceans",2025,8.6196728617566
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","inland","crustaceans","inland-crustaceans",2026,8.79272665468089
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","inland","crustaceans","inland-crustaceans",2027,8.96925478076443
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","inland","crustaceans","inland-crustaceans",2028,9.14932699283204
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","inland","crustaceans","inland-crustaceans",2029,9.33301444410864
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","inland","crustaceans","inland-crustaceans",2030,9.52038971633458
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","inland","finfish","inland-finfish",2018,1429.13525502952
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","inland","finfish","inland-finfish",2019,1525.33799639156
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","inland","finfish","inland-finfish",2020,1628.01665905845
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","inland","finfish","inland-finfish",2021,1737.60717194608
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","inland","finfish","inland-finfish",2022,1854.57480867834
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","inland","finfish","inland-finfish",2023,1979.4161629364
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","inland","finfish","inland-finfish",2024,2112.66125677944
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","inland","finfish","inland-finfish",2025,2254.87579088758
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","inland","finfish","inland-finfish",2026,2406.66354628082
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","inland","finfish","inland-finfish",2027,2568.66894771045
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","inland","finfish","inland-finfish",2028,2741.57979960611
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","inland","finfish","inland-finfish",2029,2926.13020619407
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","inland","finfish","inland-finfish",2030,3123.10368818428
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","bivalves","marine-bivalves",2018,6.3
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","bivalves","marine-bivalves",2019,6.37510309388351
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","bivalves","marine-bivalves",2020,6.45110150121319
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","bivalves","marine-bivalves",2021,6.52800589513346
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","bivalves","marine-bivalves",2022,6.60582707602462
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","bivalves","marine-bivalves",2023,6.68457597301968
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","bivalves","marine-bivalves",2024,6.76426364553923
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","bivalves","marine-bivalves",2025,6.84490128484459
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","bivalves","marine-bivalves",2026,6.92650021560952
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","bivalves","marine-bivalves",2027,7.00907189751064
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","bivalves","marine-bivalves",2028,7.09262792683684
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","bivalves","marine-bivalves",2029,7.17718003811779
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","bivalves","marine-bivalves",2030,7.26274010577202
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","crustaceans","marine-crustaceans",2018,11
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","crustaceans","marine-crustaceans",2019,11.2767013960887
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","crustaceans","marine-crustaceans",2020,11.5603631251407
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","crustaceans","marine-crustaceans",2021,11.8511602720515
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","crustaceans","marine-crustaceans",2022,12.1492723259194
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","crustaceans","marine-crustaceans",2023,12.4548832908324
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","crustaceans","marine-crustaceans",2024,12.768181799441
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","crustaceans","marine-crustaceans",2025,13.0893612293882
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","crustaceans","marine-crustaceans",2026,13.4186198226682
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","crustaceans","marine-crustaceans",2027,13.7561608079878
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","crustaceans","marine-crustaceans",2028,14.1021925262051
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","crustaceans","marine-crustaceans",2029,14.4569285589244
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","crustaceans","marine-crustaceans",2030,14.8205878603251
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","finfish","marine-finfish",2018,6.51
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","finfish","marine-finfish",2019,6.57532025231461
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","finfish","marine-finfish",2020,6.64129591712729
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","finfish","marine-finfish",2021,6.70793357073754
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","finfish","marine-finfish",2022,6.77523985543036
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","finfish","marine-finfish",2023,6.8432214801383
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","finfish","marine-finfish",2024,6.91188522111025
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","finfish","marine-finfish",2025,6.98123792258683
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","finfish","marine-finfish",2026,7.05128649748264
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","finfish","marine-finfish",2027,7.12203792807529
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","finfish","marine-finfish",2028,7.19349926670142
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","finfish","marine-finfish",2029,7.26567763645962
"AFL","LDC Subsaharan Africa","AGO","Angola","coastal","marine","finfish","marine-finfish",2030,7.33858023192048
"SAC","Other South America and Caribbean","AIA","Anguilla","coastal","inland","crustaceans","inland-crustaceans",2018,7.5
"SAC","Other South America and Caribbean","AIA","Anguilla","coastal","inland","crustaceans","inland-crustaceans",2019,7.65057455981777
"SAC","Other South America and Caribbean","AIA","Anguilla","coastal","inland","crustaceans","inland-crustaceans",2020,7.80417214604412
"SAC","Other South America and Caribbean","AIA","Anguilla","coastal","inland","crustaceans","inland-crustaceans",2021,7.96085345079514
"SAC","Other South America and Caribbean","AIA","Anguilla","coastal","inland","crustaceans","inland-crustaceans",2022,8.12068038467878
"SAC","Other South America and Caribbean","AIA","Anguilla","coastal","inland","crustaceans","inland-crustaceans",2023,8.28371610125795
"SAC","Other South America and Caribbean","AIA","Anguilla","coastal","inland","crustaceans","inland-crustaceans",2024,8.45002502200493
"SAC","Other South America and Caribbean","AIA","Anguilla","coastal","inland","crustaceans","inland-crustaceans",2025,8.6196728617566
"SAC","Other South America and Caribbean","AIA","Anguilla","coastal","inland","crustaceans","inland-crustaceans",2026,8.79272665468089
"SAC","Other South America and Caribbean","AIA","Anguilla","coastal","inland","crustaceans","inland-crustaceans",2027,8.96925478076443
"SAC","Other South America and Caribbean","AIA","Anguilla","coastal","inland","crustaceans","inland-crustaceans",2028,9.14932699283204
"SAC","Other South America and Caribbean","AIA","Anguilla","coastal","inland","crustaceans","inland-crustaceans",2029,9.33301444410864
"SAC","Other South America and Caribbean","AIA","Anguilla","coastal","inland","crustaceans","inland-crustaceans",2030,9.52038971633458
"SAC","Other South America and Caribbean","AIA","Anguilla","coastal","inland","finfish","inland-finfish",2018,8
"SAC","Other South America and Caribbean","AIA","Anguilla","coastal","inland","finfish","inland-finfish",2019,8.14308547520946
"SAC","Other South America and Caribbean","AIA","Anguilla","coastal","inland","finfish","inland-finfish",2020,8.28873013207091
"SAC","Other South America and Caribbean","AIA","Anguilla","coastal","inland","finfish","inland-finfish",2021,8.4369797432997
"SAC","Other South America and Caribbean","AIA","Anguilla","coastal","inland","finfish","inland-finfish",2022,8.58788090028753
"SAC","Other South America and Caribbean","AIA","Anguilla","coastal","inland","finfish","inland-finfish",2023,8.74148102774501
"SAC","Other South America and Caribbean","AIA","Anguilla","coastal","inland","finfish","inland-finfish",2024,8.89782839860618
"SAC","Other South America and Caribbean","AIA","Anguilla","coastal","inland","finfish","inland-finfish",2025,9.05697214919953
"SAC","Other South America and Caribbean","AIA","Anguilla","coastal","inland","finfish","inland-finfish",2026,9.21896229469041
"SAC","Other South America and Caribbean","AIA","Anguilla","coastal","inland","finfish","inland-finfish",2027,9.38384974479965
"SAC","Other South America and Caribbean","AIA","Anguilla","coastal","inland","finfish","inland-finfish",2028,9.55168631980325
"SAC","Other South America and Caribbean","AIA","Anguilla","coastal","inland","finfish","inland-finfish",2029,9.72252476681834
"SAC","Other South America and Caribbean","AIA","Anguilla","coastal","inland","finfish","inland-finfish",2030,9.89641877638033
"SAC","Other South America and Caribbean","AIA","Anguilla","coastal","marine","bivalves","marine-bivalves",2018,6.3
"SAC","Other South America and Caribbean","AIA","Anguilla","coastal","marine","bivalves","marine-bivalves",2019,6.37510309388351
"SAC","Other South America and Caribbean","AIA","Anguilla","coastal","marine","bivalves","marine-bivalves",2020,6.45110150121319
"SAC","Other South America and Caribbean","AIA","Anguilla","coastal","marine","bivalves","marine-bivalves",2021,6.52800589513346
"SAC","Other South America and Caribbean","AIA","Anguilla","coastal","marine","bivalves","marine-bivalves",2022,6.60582707602462
"SAC","Other South America and Caribbean","AIA","Anguilla","coastal","marine","bivalves","marine-bivalves",2023,6.68457597301968
"SAC","Other South America and Caribbean","AIA","Anguilla","coastal","marine","bivalves","marine-bivalves",2024,6.76426364553923
"SAC","Other South America and Caribbean","AIA","Anguilla","coastal","marine","bivalves","marine-bivalves",2025,6.84490128484459
