"group_code","group_name","year","catch_mt","rfactor"
"AFN","Other North Africa",2028,3259979.39282702,1.79954381093186
"AFN","Other North Africa",2029,3266492.21698265,1.80313896016095
"AFN","Other North Africa",2030,3269626.29855574,1.80486900701652
"AFS","Other Subsaharan Africa",2013,902849.105036344,1
"AFS","Other Subsaharan Africa",2014,792775.885037117,0.878082373471705
"AFS","Other Subsaharan Africa",2015,793183.889366473,0.878534281024229
"AFS","Other Subsaharan Africa",2016,794521.402681497,0.880015717188437
"AFS","Other Subsaharan Africa",2017,796412.677450469,0.882110502195613
"AFS","Other Subsaharan Africa",2018,799080.094883175,0.88506494654055
"AFS","Other Subsaharan Africa",2019,801888.328965322,0.888175360081951
"AFS","Other Subsaharan Africa",2020,805110.505913688,0.891744258727796
"AFS","Other Subsaharan Africa",2021,810826.235242886,0.898075027953034
"AFS","Other Subsaharan Africa",2022,827509.381792874,0.916553361106299
"AFS","Other Subsaharan Africa",2023,867006.113767032,0.960300130919587
"AFS","Other Subsaharan Africa",2024,886626.854358843,0.982032157326171
"AFS","Other Subsaharan Africa",2025,877728.639575943,0.972176451944991
"AFS","Other Subsaharan Africa",2026,891892.027813193,0.987863888702964
"AFS","Other Subsaharan Africa",2027,887195.077852628,0.98266152439384
"AFS","Other Subsaharan Africa",2028,898073.629321629,0.994710660188867
"AFS","Other Subsaharan Africa",2029,896111.731384382,0.992537652621708
"AFS","Other Subsaharan Africa",2030,904880.296241676,1.00224975712331
"AGL","Aglink - Individual countries",2013,46776290.6135728,1
"AGL","Aglink - Individual countries",2014,42097652.0115872,0.899978417685218
"AGL","Aglink - Individual countries",2015,40731127.4642666,0.870764375070987
"AGL","Aglink - Individual countries",2016,39799168.9118691,0.850840637207791
"AGL","Aglink - Individual countries",2017,39099927.5325416,0.835892008957123
"AGL","Aglink - Individual countries",2018,38597049.4629713,0.825141304637179
"AGL","Aglink - Individual countries",2019,38235487.7544407,0.8174117112088
"AGL","Aglink - Individual countries",2020,37991692.8676614,0.812199778334659
"AGL","Aglink - Individual countries",2021,37818048.84833,0.808487555388938
"AGL","Aglink - Individual countries",2022,37729504.432003,0.806594621700405
"AGL","Aglink - Individual countries",2023,37867577.3648496,0.809546393442789
"AGL","Aglink - Individual countries",2024,38108195.2253457,0.814690406731142
"AGL","Aglink - Individual countries",2025,38011828.8851523,0.812630253201878
"AGL","Aglink - Individual countries",2026,38011868.3777115,0.812631097487706
"AGL","Aglink - Individual countries",2027,37980273.411633,0.811955649185498
"AGL","Aglink - Individual countries",2028,37992410.8656141,0.812215127947534
"AGL","Aglink - Individual countries",2029,38001501.5324026,0.812409471420888
"AGL","Aglink - Individual countries",2030,38033393.7995425,0.813091275529799
"ANL","Least Developed North Africa",2013,382742.371723211,1
"ANL","Least Developed North Africa",2014,358170.932539232,0.935801622712032
"ANL","Least Developed North Africa",2015,376468.833107724,0.983608978051629
"ANL","Least Developed North Africa",2016,392904.393907909,1.02655055446029
"ANL","Least Developed North Africa",2017,407687.580111566,1.06517493288252
"ANL","Least Developed North Africa",2018,420409.287580388,1.09841323731049
"ANL","Least Developed North Africa",2019,432532.494724252,1.13008782585757
"ANL","Least Developed North Africa",2020,442864.668129578,1.15708293841542
"ANL","Least Developed North Africa",2021,453102.397742144,1.18383129545379
"ANL","Least Developed North Africa",2022,475329.672380381,1.24190501887815
"ANL","Least Developed North Africa",2023,512047.248026609,1.33783789268283
"ANL","Least Developed North Africa",2024,519776.233516514,1.35803159492465
"ANL","Least Developed North Africa",2025,518365.461421605,1.35434563747876
"ANL","Least Developed North Africa",2026,524293.716647522,1.36983452939116
"ANL","Least Developed North Africa",2027,523884.919630271,1.36876645580576
"ANL","Least Developed North Africa",2028,529019.855197685,1.38218262278068
"ANL","Least Developed North Africa",2029,528988.635498653,1.38210105433846
"ANL","Least Developed North Africa",2030,532866.256720191,1.39223220653904
"ASA","Other Asia",2013,2330124.38505078,1
"ASA","Other Asia",2014,2293503.27863337,0.984283625950462
"ASA","Other Asia",2015,2262612.57657025,0.971026521625344
"ASA","Other Asia",2016,2237243.4694846,0.960139074050269
"ASA","Other Asia",2017,2216259.44184527,0.951133534357214
"ASA","Other Asia",2018,2201668.79012603,0.944871786352323
"ASA","Other Asia",2019,2189290.96228464,0.939559697469514
"ASA","Other Asia",2020,2177586.5625025,0.934536618076315
"ASA","Other Asia",2021,2168001.43823939,0.930423050438205
"ASA","Other Asia",2022,2160146.51918069,0.927052020501307
"ASA","Other Asia",2023,2155472.31541341,0.925046031551847
"ASA","Other Asia",2024,2151166.0263455,0.923197937477756
"ASA","Other Asia",2025,2147587.2362243,0.921662058043954
"ASA","Other Asia",2026,2145034.35918409,0.920566461149388
"ASA","Other Asia",2027,2143283.81655479,0.919815195405582
"ASA","Other Asia",2028,2142328.62902176,0.919405265558419
"ASA","Other Asia",2029,2142020.73125371,0.919273127647663
"ASA","Other Asia",2030,2142398.53219041,0.919435265316843
"ASC","Other Central Asia",2013,34047.7130776105,1
"ASC","Other Central Asia",2014,19485.1211646506,0.572288691467616
"ASC","Other Central Asia",2015,18675.2941739087,0.548503628755888
"ASC","Other Central Asia",2016,18566.7969243234,0.545317005051148
"ASC","Other Central Asia",2017,18696.9442073913,0.549139502109064
"ASC","Other Central Asia",2018,18907.3715225142,0.555319867722555
"ASC","Other Central Asia",2019,19258.4406108565,0.565630959323394
"ASC","Other Central Asia",2020,19665.8487692106,0.57759676029879
"ASC","Other Central Asia",2021,20233.2057884068,0.594260347010265
"ASC","Other Central Asia",2022,21894.9916150071,0.64306790782389
"ASC","Other Central Asia",2023,24963.3512256996,0.733187311840784
"ASC","Other Central Asia",2024,25711.7371163147,0.755167815756253
"ASC","Other Central Asia",2025,25465.4568775889,0.747934430119912
"ASC","Other Central Asia",2026,26065.5327780999,0.765558988313973
"ASC","Other Central Asia",2027,25978.8849616449,0.763014094439383
"ASC","Other Central Asia",2028,26499.5152742787,0.778305292160857
"ASC","Other Central Asia",2029,26484.2720381706,0.777857589959147
"ASC","Other Central Asia",2030,26881.9789701889,0.789538460598291
"ASL","LDC Asia",2013,1719313.18184965,1
"ASL","LDC Asia",2014,1625187.7903815,0.945254074439834
"ASL","LDC Asia",2015,1551707.61046073,0.90251597372818
"ASL","LDC Asia",2016,1495101.85325556,0.869592503005833
"ASL","LDC Asia",2017,1449655.64425884,0.843159733527599
"ASL","LDC Asia",2018,1413321.48546455,0.822026783941762
"ASL","LDC Asia",2019,1383786.62818834,0.804848495781121
"ASL","LDC Asia",2020,1360707.9995115,0.791425328367251
"ASL","LDC Asia",2021,1343583.31798832,0.78146514094825
"ASL","LDC Asia",2022,1329617.04409544,0.773341970579803
"ASL","LDC Asia",2023,1318960.27681361,0.767143700599479
"ASL","LDC Asia",2024,1310916.64267136,0.762465300976213
"ASL","LDC Asia",2025,1305169.91220207,0.759122843924196
"ASL","LDC Asia",2026,1301321.55741039,0.756884534561887
"ASL","LDC Asia",2027,1299063.47394522,0.755571170894926
"ASL","LDC Asia",2028,1298373.09987251,0.755169630279755
"ASL","LDC Asia",2029,1299038.13643706,0.75555643390086
"ASL","LDC Asia",2030,1300889.11466481,0.756633013925537
"COS","Cosimo- individual countries",2013,30280515.6360703,1
"COS","Cosimo- individual countries",2014,28130388.3463216,0.928993042404224
"COS","Cosimo- individual countries",2015,27621299.9280328,0.912180633249528
"COS","Cosimo- individual countries",2016,27286823.2881039,0.901134697178
"COS","Cosimo- individual countries",2017,27049773.5510676,0.893306239436878
"COS","Cosimo- individual countries",2018,26838671.4776784,0.886334691266222
"COS","Cosimo- individual countries",2019,26664637.1382662,0.880587287836774
"COS","Cosimo- individual countries",2020,26522239.4969037,0.875884671703223
"COS","Cosimo- individual countries",2021,26415984.8456657,0.872375661073581
"COS","Cosimo- individual countries",2022,26329275.8149607,0.869512135506606
"COS","Cosimo- individual countries",2023,26285128.2063467,0.868054181185599
"COS","Cosimo- individual countries",2024,26233077.1201185,0.866335218178038
"COS","Cosimo- individual countries",2025,26189490.5161352,0.864895790775046
"COS","Cosimo- individual countries",2026,26163808.3423774,0.864047648885177
"COS","Cosimo- individual countries",2027,26143188.8511068,0.863366699738921
"COS","Cosimo- individual countries",2028,26131461.3625498,0.862979404862638
"COS","Cosimo- individual countries",2029,26122324.8126637,0.862677674535589
"COS","Cosimo- individual countries",2030,26127617.1044773,0.862852450020829
"EUE","Other Europe",2013,3541009.61099187,1
"EUE","Other Europe",2014,1841690.36348461,0.520103181241785
"EUE","Other Europe",2015,1823408.44264992,0.514940269292059
"EUE","Other Europe",2016,1819777.0667141,0.513914749359961
"EUE","Other Europe",2017,1823239.72642535,0.514892622930399
"EUE","Other Europe",2018,1831053.75560933,0.517099346447817
"EUE","Other Europe",2019,1841738.13526559,0.520116672247525
"EUE","Other Europe",2020,1855839.45475705,0.524098960080828
"EUE","Other Europe",2021,1883502.06818368,0.531911029650127
"EUE","Other Europe",2022,1972870.30011077,0.557149094988802
"EUE","Other Europe",2023,2235566.77562983,0.63133598075822
"EUE","Other Europe",2024,2587208.12375407,0.730641372935829
"EUE","Other Europe",2025,2551132.03736788,0.720453293729774
"EUE","Other Europe",2026,2593110.87127383,0.732308340317516
"EUE","Other Europe",2027,2585283.01191644,0.730097711085366
"EUE","Other Europe",2028,2607723.37907436,0.736434990455705
"EUE","Other Europe",2029,2610484.20523466,0.737214662488148
"EUE","Other Europe",2030,2624873.26023493,0.741278208363766
"EUN","E27",2013,6438450.45242962,1
"EUN","E27",2014,4801311.6722512,0.745724721767389
"EUN","E27",2015,4996173.66904813,0.775990078041646
"EUN","E27",2016,5159504.92810668,0.801358178684078
"EUN","E27",2017,5182008.47102659,0.804853358632449
"EUN","E27",2018,5177977.79145379,0.804227326079651
"EUN","E27",2019,5181772.89008284,0.804816768936607
"EUN","E27",2020,5187031.62674502,0.805633539478064
"EUN","E27",2021,5194451.57872588,0.80678598322764
"EUN","E27",2022,5221768.53339048,0.81102876724321
"EUN","E27",2023,5269250.39660301,0.81840350182622
"EUN","E27",2024,5277004.02796641,0.819607771614532
"EUN","E27",2025,5280747.53033291,0.82018920070126
"EUN","E27",2026,5293150.13737721,0.822115534861309
"EUN","E27",2027,5299526.10681108,0.823105830504799
"EUN","E27",2028,5309585.71678868,0.824668257683811
"EUN","E27",2029,5316885.13699526,0.825801980814945
"EUN","E27",2030,5326516.21601329,0.82729784990475
"NEI","Other nei",2013,29106.8837576723,1
"NEI","Other nei",2014,24844.5457863309,0.853562545313088
"NEI","Other nei",2015,25044.9311954166,0.860447013288221
"NEI","Other nei",2016,25272.5469151476,0.868267009465964
"NEI","Other nei",2017,25391.3457867852,0.872348479424297
"NEI","Other nei",2018,25668.1653834792,0.881858930594496
"NEI","Other nei",2019,26017.7487597241,0.893869263928539
"NEI","Other nei",2020,26415.8452182969,0.907546319221958
"NEI","Other nei",2021,26847.219495699,0.922366671719789
"NEI","Other nei",2022,27303.1099465228,0.938029305157959
"NEI","Other nei",2023,27777.3402171272,0.954322023902864
"NEI","Other nei",2024,28265.0226971564,0.971076908557962
"NEI","Other nei",2025,28761.8843756565,0.988147154986152
"NEI","Other nei",2026,29264.0566782259,1.00539985392673
"NEI","Other nei",2027,29767.9216827637,1.02271070756302
"NEI","Other nei",2028,30270.14651609,1.03996521125732
"NEI","Other nei",2029,30767.6544777093,1.05705766147499
"NEI","Other nei",2030,31257.6505162075,1.07389203105496
"NEO","Other Near East",2013,531837.392172643,1
"NEO","Other Near East",2014,514787.179609242,0.96794092928715
"NEO","Other Near East",2015,500563.88526631,0.941197239294185
"NEO","Other Near East",2016,488503.148778864,0.918519750526093
"NEO","Other Near East",2017,478540.988400493,0.89978815977112
"NEO","Other Near East",2018,470142.981558212,0.883997606181095
"NEO","Other Near East",2019,463032.838697547,0.87062858970104
"NEO","Other Near East",2020,456758.933306184,0.858831928759745
"NEO","Other Near East",2021,450933.546764522,0.847878606132571
"NEO","Other Near East",2022,445921.044978007,0.838453729543811
"NEO","Other Near East",2023,441868.564003084,0.830833955089127
"NEO","Other Near East",2024,438171.77952057,0.823882987487147
"NEO","Other Near East",2025,434985.648286753,0.817892187891802
"NEO","Other Near East",2026,432251.917043077,0.812752024217885
"NEO","Other Near East",2027,429985.81980997,0.808491140597332
"NEO","Other Near East",2028,428009.321854731,0.804774782958082
"NEO","Other Near East",2029,426297.698960461,0.801556462998897
"NEO","Other Near East",2030,424802.299546362,0.79874470241924
"OCE","Other Oceania",2013,411403.849829208,1
"OCE","Other Oceania",2014,414212.683804538,1.0068274372651
"OCE","Other Oceania",2015,418515.6622678,1.01728669394208
"OCE","Other Oceania",2016,423266.464683258,1.02883447702051
"OCE","Other Oceania",2017,427337.75168092,1.03873056087911
"OCE","Other Oceania",2018,430287.16292084,1.04589969952753
"OCE","Other Oceania",2019,432178.472494489,1.05049690875257
"OCE","Other Oceania",2020,433427.088911494,1.05353192268723
"OCE","Other Oceania",2021,434236.171869391,1.05549856193534
"OCE","Other Oceania",2022,435005.401356206,1.05736832928714
"OCE","Other Oceania",2023,435952.751181853,1.05967105403325
"OCE","Other Oceania",2024,436994.948297489,1.06220432423981
"OCE","Other Oceania",2025,438383.900129972,1.06558045169476
"OCE","Other Oceania",2026,439874.456323171,1.06920354903286
"OCE","Other Oceania",2027,441660.873477687,1.07354579608586
"OCE","Other Oceania",2028,443533.547468265,1.07809770776913
"OCE","Other Oceania",2029,445603.147638818,1.08312828823504
"OCE","Other Oceania",2030,447917.251333429,1.08875318381045
"SAC","Other South America and Caribbean",2013,1437205.93859435,1
"SAC","Other South America and Caribbean",2014,1377524.72578928,0.95847413985539
"SAC","Other South America and Caribbean",2015,1360055.01979498,0.946318814355286
"SAC","Other South America and Caribbean",2016,1344144.75132801,0.93524853692342
"SAC","Other South America and Caribbean",2017,1330438.11500947,0.925711534639702
"SAC","Other South America and Caribbean",2018,1318334.98118692,0.917290240587451
"SAC","Other South America and Caribbean",2019,1308521.13599191,0.910461820991157
"SAC","Other South America and Caribbean",2020,1300341.71713618,0.904770626266665
"SAC","Other South America and Caribbean",2021,1294090.92906465,0.900421362251211
"SAC","Other South America and Caribbean",2022,1296519.13764174,0.902110896445222
"SAC","Other South America and Caribbean",2023,1311061.28244713,0.912229240946084
"SAC","Other South America and Caribbean",2024,1310332.55253629,0.911722194675773
"SAC","Other South America and Caribbean",2025,1301848.93274318,0.905819338609503
"SAC","Other South America and Caribbean",2026,1301406.90263746,0.905511776489242
"SAC","Other South America and Caribbean",2027,1295921.26750141,0.90169490168464
"SAC","Other South America and Caribbean",2028,1296128.49621271,0.901839090284017
"SAC","Other South America and Caribbean",2029,1292434.81121607,0.899269044546344
"SAC","Other South America and Caribbean",2030,1292800.77688229,0.899523681447289
