"group_code","group_name","iso3","country","year","catch_mt","rfactor"
"AFL","LDC Subsaharan Africa","ERI","Eritrea",2017,4632.64988976678,1.04120329067686
"AFL","LDC Subsaharan Africa","ERI","Eritrea",2018,4678.91375968233,1.05160124751403
"AFL","LDC Subsaharan Africa","ERI","Eritrea",2019,4722.08291303286,1.06130365663059
"AFL","LDC Subsaharan Africa","ERI","Eritrea",2020,4764.57557542308,1.07085402218013
"AFL","LDC Subsaharan Africa","ERI","Eritrea",2021,4802.13842472926,1.07929639603428
"AFL","LDC Subsaharan Africa","ERI","Eritrea",2022,4837.63124230734,1.08727352345315
"AFL","LDC Subsaharan Africa","ERI","Eritrea",2023,4871.7527116944,1.09494243585834
"AFL","LDC Subsaharan Africa","ERI","Eritrea",2024,4902.38612022504,1.10182739512047
"AFL","LDC Subsaharan Africa","ERI","Eritrea",2025,4935.69564740747,1.10931382084624
"AFL","LDC Subsaharan Africa","ERI","Eritrea",2026,4963.58635955605,1.115582350081
"AFL","LDC Subsaharan Africa","ERI","Eritrea",2027,4992.26146450362,1.12202717417571
"AFL","LDC Subsaharan Africa","ERI","Eritrea",2028,5015.21853726182,1.12718685174015
"AFL","LDC Subsaharan Africa","ERI","Eritrea",2029,5035.85839890258,1.13182572848906
"AFL","LDC Subsaharan Africa","ERI","Eritrea",2030,5054.79096265596,1.13608088442573
"AFL","LDC Subsaharan Africa","GIN","Guinea",2013,122749.149696561,1
"AFL","LDC Subsaharan Africa","GIN","Guinea",2014,119619.158843489,0.974500916211559
"AFL","LDC Subsaharan Africa","GIN","Guinea",2015,116831.808894213,0.951793223684431
"AFL","LDC Subsaharan Africa","GIN","Guinea",2016,114345.401697292,0.931537220257387
"AFL","LDC Subsaharan Africa","GIN","Guinea",2017,112086.978602394,0.913138533989654
"AFL","LDC Subsaharan Africa","GIN","Guinea",2018,110022.87420466,0.896322903064006
"AFL","LDC Subsaharan Africa","GIN","Guinea",2019,108123.813241137,0.880851830814488
"AFL","LDC Subsaharan Africa","GIN","Guinea",2020,106344.917248474,0.866359706045714
"AFL","LDC Subsaharan Africa","GIN","Guinea",2021,104686.955075271,0.852852792333469
"AFL","LDC Subsaharan Africa","GIN","Guinea",2022,103155.995543538,0.840380530525403
"AFL","LDC Subsaharan Africa","GIN","Guinea",2023,101728.014183651,0.828747200572264
"AFL","LDC Subsaharan Africa","GIN","Guinea",2024,100396.360209306,0.817898620540252
"AFL","LDC Subsaharan Africa","GIN","Guinea",2025,99148.8763044531,0.807735748471998
"AFL","LDC Subsaharan Africa","GIN","Guinea",2026,97992.0706331589,0.798311604401315
"AFL","LDC Subsaharan Africa","GIN","Guinea",2027,96913.612109752,0.789525730722573
"AFL","LDC Subsaharan Africa","GIN","Guinea",2028,95920.6187313058,0.781436115593663
"AFL","LDC Subsaharan Africa","GIN","Guinea",2029,94997.1725448997,0.773913080292083
"AFL","LDC Subsaharan Africa","GIN","Guinea",2030,94140.5768427524,0.76693465555949
"AFL","LDC Subsaharan Africa","GMB","Gambia",2013,23631.4557955398,1
"AFL","LDC Subsaharan Africa","GMB","Gambia",2014,24173.557929915,1.02293985351835
"AFL","LDC Subsaharan Africa","GMB","Gambia",2015,24717.7079080666,1.04596636457462
"AFL","LDC Subsaharan Africa","GMB","Gambia",2016,25239.2450530661,1.06803598015446
"AFL","LDC Subsaharan Africa","GMB","Gambia",2017,25716.8237779897,1.0882454301797
"AFL","LDC Subsaharan Africa","GMB","Gambia",2018,26134.4189704145,1.10591658831899
"AFL","LDC Subsaharan Africa","GMB","Gambia",2019,26495.0583036749,1.12117757504705
"AFL","LDC Subsaharan Africa","GMB","Gambia",2020,26788.7475162783,1.13360546840852
"AFL","LDC Subsaharan Africa","GMB","Gambia",2021,27008.642498761,1.14291064978987
"AFL","LDC Subsaharan Africa","GMB","Gambia",2022,27180.5323650928,1.15018442368764
"AFL","LDC Subsaharan Africa","GMB","Gambia",2023,27325.5667362859,1.15632176759264
"AFL","LDC Subsaharan Africa","GMB","Gambia",2024,27439.5339782894,1.16114445998153
"AFL","LDC Subsaharan Africa","GMB","Gambia",2025,27532.506738961,1.1650787398446
"AFL","LDC Subsaharan Africa","GMB","Gambia",2026,27611.2409431038,1.16841049413109
"AFL","LDC Subsaharan Africa","GMB","Gambia",2027,27681.7903043377,1.17139589468552
"AFL","LDC Subsaharan Africa","GMB","Gambia",2028,27743.9817194409,1.17402761638905
"AFL","LDC Subsaharan Africa","GMB","Gambia",2029,27799.4237419379,1.17637372756294
"AFL","LDC Subsaharan Africa","GMB","Gambia",2030,27849.8310735555,1.17850678834657
"AFL","LDC Subsaharan Africa","GNB","Guinea-Bissau",2013,3128.8227777948,1
"AFL","LDC Subsaharan Africa","GNB","Guinea-Bissau",2014,3138.25768677701,1.00301548206858
"AFL","LDC Subsaharan Africa","GNB","Guinea-Bissau",2015,3151.29612228662,1.00718268374013
"AFL","LDC Subsaharan Africa","GNB","Guinea-Bissau",2016,3170.54942364838,1.01333621263234
"AFL","LDC Subsaharan Africa","GNB","Guinea-Bissau",2017,3189.54098237386,1.01940608621555
"AFL","LDC Subsaharan Africa","GNB","Guinea-Bissau",2018,3213.17086409576,1.02695840969312
"AFL","LDC Subsaharan Africa","GNB","Guinea-Bissau",2019,3240.77152364092,1.03577982960257
"AFL","LDC Subsaharan Africa","GNB","Guinea-Bissau",2020,3263.02776377552,1.04289312483058
"AFL","LDC Subsaharan Africa","GNB","Guinea-Bissau",2021,3282.91208808211,1.04924833435146
"AFL","LDC Subsaharan Africa","GNB","Guinea-Bissau",2022,3301.18740533002,1.05508929069377
"AFL","LDC Subsaharan Africa","GNB","Guinea-Bissau",2023,3326.81992257137,1.0632816745588
"AFL","LDC Subsaharan Africa","GNB","Guinea-Bissau",2024,3349.90602889386,1.0706602025107
"AFL","LDC Subsaharan Africa","GNB","Guinea-Bissau",2025,3374.60925832578,1.07855557760424
"AFL","LDC Subsaharan Africa","GNB","Guinea-Bissau",2026,3398.73624815534,1.08626678131983
"AFL","LDC Subsaharan Africa","GNB","Guinea-Bissau",2027,3420.41219066221,1.09319460818836
"AFL","LDC Subsaharan Africa","GNB","Guinea-Bissau",2028,3442.41074618589,1.10022554508891
"AFL","LDC Subsaharan Africa","GNB","Guinea-Bissau",2029,3463.38870832935,1.10693029113344
"AFL","LDC Subsaharan Africa","GNB","Guinea-Bissau",2030,3484.94493908784,1.1138198570467
"AFL","LDC Subsaharan Africa","LBR","Liberia",2013,9938.53697122097,1
"AFL","LDC Subsaharan Africa","LBR","Liberia",2014,10381.9553906371,1.04461606579521
"AFL","LDC Subsaharan Africa","LBR","Liberia",2015,11119.1844633777,1.11879489864309
"AFL","LDC Subsaharan Africa","LBR","Liberia",2016,11940.3253079445,1.20141680234426
"AFL","LDC Subsaharan Africa","LBR","Liberia",2017,12641.8934831958,1.27200749162607
"AFL","LDC Subsaharan Africa","LBR","Liberia",2018,13131.2508040528,1.3212458576224
"AFL","LDC Subsaharan Africa","LBR","Liberia",2019,13414.282525965,1.34972406550469
"AFL","LDC Subsaharan Africa","LBR","Liberia",2020,13590.6783513434,1.36747273675169
"AFL","LDC Subsaharan Africa","LBR","Liberia",2021,13684.6112412438,1.37692411678603
"AFL","LDC Subsaharan Africa","LBR","Liberia",2022,13734.2441616005,1.38191810337586
"AFL","LDC Subsaharan Africa","LBR","Liberia",2023,13770.7348004737,1.38558973421838
"AFL","LDC Subsaharan Africa","LBR","Liberia",2024,13800.7827415436,1.38861311091427
"AFL","LDC Subsaharan Africa","LBR","Liberia",2025,13828.9220205451,1.39144444102684
"AFL","LDC Subsaharan Africa","LBR","Liberia",2026,13856.9970780773,1.3942693092759
"AFL","LDC Subsaharan Africa","LBR","Liberia",2027,13883.2996230559,1.39691583009228
"AFL","LDC Subsaharan Africa","LBR","Liberia",2028,13910.1493349533,1.3996174059857
"AFL","LDC Subsaharan Africa","LBR","Liberia",2029,13938.5249489619,1.40247251575596
"AFL","LDC Subsaharan Africa","LBR","Liberia",2030,13968.197836651,1.40545815516899
"AFL","LDC Subsaharan Africa","MDG","Madagascar",2013,91557.4068648417,1
"AFL","LDC Subsaharan Africa","MDG","Madagascar",2014,88932.5248327416,0.971330751689211
"AFL","LDC Subsaharan Africa","MDG","Madagascar",2015,86774.9914691077,0.947765936591085
"AFL","LDC Subsaharan Africa","MDG","Madagascar",2016,84875.2486345175,0.927016737813594
"AFL","LDC Subsaharan Africa","MDG","Madagascar",2017,83211.8352542963,0.908848755154619
"AFL","LDC Subsaharan Africa","MDG","Madagascar",2018,81579.0526806563,0.891015325511397
"AFL","LDC Subsaharan Africa","MDG","Madagascar",2019,80100.2170490911,0.874863321187505
"AFL","LDC Subsaharan Africa","MDG","Madagascar",2020,78823.5257311515,0.860919159140362
"AFL","LDC Subsaharan Africa","MDG","Madagascar",2021,77832.48181739,0.850094869247305
"AFL","LDC Subsaharan Africa","MDG","Madagascar",2022,76722.1563501219,0.837967773195894
"AFL","LDC Subsaharan Africa","MDG","Madagascar",2023,75794.8553299511,0.827839690150252
"AFL","LDC Subsaharan Africa","MDG","Madagascar",2024,75046.3065522688,0.819663958624922
"AFL","LDC Subsaharan Africa","MDG","Madagascar",2025,74396.0760102784,0.812562069610631
"AFL","LDC Subsaharan Africa","MDG","Madagascar",2026,73821.4794981263,0.806286263732901
"AFL","LDC Subsaharan Africa","MDG","Madagascar",2027,73312.776989614,0.80073015936154
"AFL","LDC Subsaharan Africa","MDG","Madagascar",2028,72823.572042534,0.79538700948616
"AFL","LDC Subsaharan Africa","MDG","Madagascar",2029,72372.9319963088,0.790465069670952
"AFL","LDC Subsaharan Africa","MDG","Madagascar",2030,72049.4825849562,0.786932319864811
"AFL","LDC Subsaharan Africa","MOZ","Mozambique",2013,86824.2127808489,1
"AFL","LDC Subsaharan Africa","MOZ","Mozambique",2014,86834.5527404346,1.00011909073811
"AFL","LDC Subsaharan Africa","MOZ","Mozambique",2015,87086.440268234,1.00302021151688
"AFL","LDC Subsaharan Africa","MOZ","Mozambique",2016,87224.6901121135,1.00461250748424
"AFL","LDC Subsaharan Africa","MOZ","Mozambique",2017,87399.0432237485,1.00662062372337
"AFL","LDC Subsaharan Africa","MOZ","Mozambique",2018,87349.1669260818,1.00604617224181
"AFL","LDC Subsaharan Africa","MOZ","Mozambique",2019,87307.4810988653,1.00556605470454
"AFL","LDC Subsaharan Africa","MOZ","Mozambique",2020,87349.5744121739,1.00605086547287
"AFL","LDC Subsaharan Africa","MOZ","Mozambique",2021,87660.7206049094,1.00963449937832
"AFL","LDC Subsaharan Africa","MOZ","Mozambique",2022,87539.9824758356,1.00824389501571
"AFL","LDC Subsaharan Africa","MOZ","Mozambique",2023,87620.6239734518,1.00917268544217
"AFL","LDC Subsaharan Africa","MOZ","Mozambique",2024,87850.4461293668,1.01181966775913
"AFL","LDC Subsaharan Africa","MOZ","Mozambique",2025,88090.9342337412,1.01458949539905
"AFL","LDC Subsaharan Africa","MOZ","Mozambique",2026,88345.0425607422,1.01751619428709
"AFL","LDC Subsaharan Africa","MOZ","Mozambique",2027,88639.7466896636,1.02091045631934
"AFL","LDC Subsaharan Africa","MOZ","Mozambique",2028,88889.8412786579,1.02379092688145
"AFL","LDC Subsaharan Africa","MOZ","Mozambique",2029,89122.7603288725,1.02647357775446
"AFL","LDC Subsaharan Africa","MOZ","Mozambique",2030,89522.860735502,1.03108174399997
"AFL","LDC Subsaharan Africa","SEN","Senegal",2013,601637.507020273,1
"AFL","LDC Subsaharan Africa","SEN","Senegal",2014,580869.016502211,0.965480060209473
"AFL","LDC Subsaharan Africa","SEN","Senegal",2015,563905.746061654,0.937284892450451
"AFL","LDC Subsaharan Africa","SEN","Senegal",2016,548938.451557878,0.912407297006136
"AFL","LDC Subsaharan Africa","SEN","Senegal",2017,535734.535586682,0.890460666656259
"AFL","LDC Subsaharan Africa","SEN","Senegal",2018,524075.561796799,0.871081931697352
"AFL","LDC Subsaharan Africa","SEN","Senegal",2019,513870.955148489,0.854120544600908
"AFL","LDC Subsaharan Africa","SEN","Senegal",2020,504636.546035135,0.838771752337126
"AFL","LDC Subsaharan Africa","SEN","Senegal",2021,496100.183999573,0.824583205353346
"AFL","LDC Subsaharan Africa","SEN","Senegal",2022,488614.631166188,0.812141240306222
"AFL","LDC Subsaharan Africa","SEN","Senegal",2023,482453.984082016,0.801901441403583
"AFL","LDC Subsaharan Africa","SEN","Senegal",2024,476560.223054043,0.792105241932639
"AFL","LDC Subsaharan Africa","SEN","Senegal",2025,470796.544546855,0.782525256576116
"AFL","LDC Subsaharan Africa","SEN","Senegal",2026,465985.918404697,0.774529368543831
"AFL","LDC Subsaharan Africa","SEN","Senegal",2027,461399.117915597,0.766905507937438
"AFL","LDC Subsaharan Africa","SEN","Senegal",2028,457508.485928376,0.760438770172883
"AFL","LDC Subsaharan Africa","SEN","Senegal",2029,453777.109243685,0.754236735490618
"AFL","LDC Subsaharan Africa","SEN","Senegal",2030,450563.392465044,0.748895119083493
"AFL","LDC Subsaharan Africa","SLE","Sierra Leone",2013,154214.569264385,1
"AFL","LDC Subsaharan Africa","SLE","Sierra Leone",2014,159676.275720073,1.03541628058712
"AFL","LDC Subsaharan Africa","SLE","Sierra Leone",2015,168632.484288289,1.09349256099913
"AFL","LDC Subsaharan Africa","SLE","Sierra Leone",2016,178374.213399389,1.15666252708968
"AFL","LDC Subsaharan Africa","SLE","Sierra Leone",2017,186257.220702797,1.20777966434208
"AFL","LDC Subsaharan Africa","SLE","Sierra Leone",2018,191152.747985136,1.23952457213964
"AFL","LDC Subsaharan Africa","SLE","Sierra Leone",2019,193410.870479181,1.25416730339919
"AFL","LDC Subsaharan Africa","SLE","Sierra Leone",2020,193950.87526755,1.25766894913179
"AFL","LDC Subsaharan Africa","SLE","Sierra Leone",2021,193567.000668037,1.2551797251801
"AFL","LDC Subsaharan Africa","SLE","Sierra Leone",2022,192751.480964146,1.24989151079295
"AFL","LDC Subsaharan Africa","SLE","Sierra Leone",2023,191798.419085084,1.24371140807239
"AFL","LDC Subsaharan Africa","SLE","Sierra Leone",2024,190782.45139902,1.23712339443067
"AFL","LDC Subsaharan Africa","SLE","Sierra Leone",2025,189758.075991777,1.23048086115947
"AFL","LDC Subsaharan Africa","SLE","Sierra Leone",2026,188803.068379301,1.22428814138577
"AFL","LDC Subsaharan Africa","SLE","Sierra Leone",2027,187894.174531753,1.21839444501271
"AFL","LDC Subsaharan Africa","SLE","Sierra Leone",2028,187061.550392029,1.21299531739658
"AFL","LDC Subsaharan Africa","SLE","Sierra Leone",2029,186275.254129809,1.20789660158801
"AFL","LDC Subsaharan Africa","SLE","Sierra Leone",2030,185570.055053507,1.20332375818115
"AFL","LDC Subsaharan Africa","SOM","Somalia",2013,34869.1492947919,1
"AFL","LDC Subsaharan Africa","SOM","Somalia",2014,34465.3070910567,0.988418352271201
"AFL","LDC Subsaharan Africa","SOM","Somalia",2015,34092.0469305824,0.977713756144734
"AFL","LDC Subsaharan Africa","SOM","Somalia",2016,33746.9334898629,0.967816369839095
"AFL","LDC Subsaharan Africa","SOM","Somalia",2017,33427.7890276858,0.958663738684288
"AFL","LDC Subsaharan Africa","SOM","Somalia",2018,32966.1313072498,0.945424020200392
"AFL","LDC Subsaharan Africa","SOM","Somalia",2019,32516.2052894736,0.932520751067773
"AFL","LDC Subsaharan Africa","SOM","Somalia",2020,32124.9612015687,0.921300400247132
"AFL","LDC Subsaharan Africa","SOM","Somalia",2021,31786.3107347696,0.911588363284713
"AFL","LDC Subsaharan Africa","SOM","Somalia",2022,31427.966930771,0.901311548069949
"AFL","LDC Subsaharan Africa","SOM","Somalia",2023,31077.8891767503,0.89127179197894
"AFL","LDC Subsaharan Africa","SOM","Somalia",2024,30831.523420894,0.884206355602117
"AFL","LDC Subsaharan Africa","SOM","Somalia",2025,30618.9477786867,0.878109973943643
"AFL","LDC Subsaharan Africa","SOM","Somalia",2026,30426.6977211275,0.87259650253848
"AFL","LDC Subsaharan Africa","SOM","Somalia",2027,30252.0335092719,0.867587369382437
"AFL","LDC Subsaharan Africa","SOM","Somalia",2028,30051.7749840288,0.861844225965025
"AFL","LDC Subsaharan Africa","SOM","Somalia",2029,29848.6830535524,0.856019824321057
"AFL","LDC Subsaharan Africa","SOM","Somalia",2030,29666.9236203278,0.850807209820829
"AFL","LDC Subsaharan Africa","STP","São Tomé & Príncipe",2013,4566.81571628719,1
"AFL","LDC Subsaharan Africa","STP","São Tomé & Príncipe",2014,4601.71460060913,1.00764184203831
"AFL","LDC Subsaharan Africa","STP","São Tomé & Príncipe",2015,4639.96920008624,1.01601848822981
"AFL","LDC Subsaharan Africa","STP","São Tomé & Príncipe",2016,4682.06917801816,1.02523716061498
"AFL","LDC Subsaharan Africa","STP","São Tomé & Príncipe",2017,4727.29802144101,1.03514096366566
"AFL","LDC Subsaharan Africa","STP","São Tomé & Príncipe",2018,4772.90033687207,1.04512654623875
"AFL","LDC Subsaharan Africa","STP","São Tomé & Príncipe",2019,4819.96057636477,1.05543137183634
"AFL","LDC Subsaharan Africa","STP","São Tomé & Príncipe",2020,4864.9930011759,1.06529216491598
"AFL","LDC Subsaharan Africa","STP","São Tomé & Príncipe",2021,4905.20625385158,1.07409769926944
"AFL","LDC Subsaharan Africa","STP","São Tomé & Príncipe",2022,4946.4762939875,1.08313463938259
"AFL","LDC Subsaharan Africa","STP","São Tomé & Príncipe",2023,4985.28418532861,1.0916324404221
"AFL","LDC Subsaharan Africa","STP","São Tomé & Príncipe",2024,5023.24277365847,1.09994426876991
"AFL","LDC Subsaharan Africa","STP","São Tomé & Príncipe",2025,5058.27168156845,1.10761458219751
"AFL","LDC Subsaharan Africa","STP","São Tomé & Príncipe",2026,5092.8966864177,1.11519645258605
"AFL","LDC Subsaharan Africa","STP","São Tomé & Príncipe",2027,5126.16889265947,1.12248209937121
"AFL","LDC Subsaharan Africa","STP","São Tomé & Príncipe",2028,5159.20594985904,1.12971625534596
"AFL","LDC Subsaharan Africa","STP","São Tomé & Príncipe",2029,5191.36880591348,1.13675898666085
"AFL","LDC Subsaharan Africa","STP","São Tomé & Príncipe",2030,5222.20376149432,1.14351094634052
"AFL","LDC Subsaharan Africa","TGO","Togo",2013,20398.5958538208,1
"AFL","LDC Subsaharan Africa","TGO","Togo",2014,11473.8094487583,0.562480355558845
"AFL","LDC Subsaharan Africa","TGO","Togo",2015,11220.5137549275,0.550063045286808
"AFL","LDC Subsaharan Africa","TGO","Togo",2016,11052.58423301,0.541830639334902
"AFL","LDC Subsaharan Africa","TGO","Togo",2017,10920.9616720333,0.535378108880357
"AFL","LDC Subsaharan Africa","TGO","Togo",2018,10876.7336926542,0.533209921437652
"AFL","LDC Subsaharan Africa","TGO","Togo",2019,10833.7557797086,0.531103015979374
"AFL","LDC Subsaharan Africa","TGO","Togo",2020,10808.6876235891,0.52987410020992
"AFL","LDC Subsaharan Africa","TGO","Togo",2021,10979.7973459615,0.538262409071892
"AFL","LDC Subsaharan Africa","TGO","Togo",2022,12020.0629284956,0.589259330133951
"AFL","LDC Subsaharan Africa","TGO","Togo",2023,14838.4595644899,0.727425538052933
