"group_code","group_name","aq_type","sector","sector_long","year","prod_mt"
"ASA","Other Asia","inland","crustaceans","inland-crustaceans",2024,12458.3421559274
"ASA","Other Asia","inland","crustaceans","inland-crustaceans",2025,12710.5212599768
"ASA","Other Asia","inland","crustaceans","inland-crustaceans",2026,12967.8594961636
"ASA","Other Asia","inland","crustaceans","inland-crustaceans",2027,13230.4649424062
"ASA","Other Asia","inland","crustaceans","inland-crustaceans",2028,13498.4480568966
"ASA","Other Asia","inland","crustaceans","inland-crustaceans",2029,13771.9217357278
"ASA","Other Asia","inland","crustaceans","inland-crustaceans",2030,14051.0013721402
"ASA","Other Asia","inland","finfish","inland-finfish",2018,137430.037103279
"ASA","Other Asia","inland","finfish","inland-finfish",2019,141881.449002623
"ASA","Other Asia","inland","finfish","inland-finfish",2020,146553.370020837
"ASA","Other Asia","inland","finfish","inland-finfish",2021,151459.753032712
"ASA","Other Asia","inland","finfish","inland-finfish",2022,156615.515267129
"ASA","Other Asia","inland","finfish","inland-finfish",2023,162036.606882662
"ASA","Other Asia","inland","finfish","inland-finfish",2024,167740.084475975
"ASA","Other Asia","inland","finfish","inland-finfish",2025,173744.189880389
"ASA","Other Asia","inland","finfish","inland-finfish",2026,180068.434638007
"ASA","Other Asia","inland","finfish","inland-finfish",2027,186733.690556783
"ASA","Other Asia","inland","finfish","inland-finfish",2028,193762.286793881
"ASA","Other Asia","inland","finfish","inland-finfish",2029,201178.113938908
"ASA","Other Asia","inland","finfish","inland-finfish",2030,209006.735605156
"ASA","Other Asia","marine","bivalves","marine-bivalves",2018,142525.536090785
"ASA","Other Asia","marine","bivalves","marine-bivalves",2019,146247.037542226
"ASA","Other Asia","marine","bivalves","marine-bivalves",2020,150099.945835143
"ASA","Other Asia","marine","bivalves","marine-bivalves",2021,154089.573647218
"ASA","Other Asia","marine","bivalves","marine-bivalves",2022,158221.458217826
"ASA","Other Asia","marine","bivalves","marine-bivalves",2023,162501.370964075
"ASA","Other Asia","marine","bivalves","marine-bivalves",2024,166935.327510123
"ASA","Other Asia","marine","bivalves","marine-bivalves",2025,171529.598147562
"ASA","Other Asia","marine","bivalves","marine-bivalves",2026,176290.718745395
"ASA","Other Asia","marine","bivalves","marine-bivalves",2027,181225.502128962
"ASA","Other Asia","marine","bivalves","marine-bivalves",2028,186341.049947991
"ASA","Other Asia","marine","bivalves","marine-bivalves",2029,191644.765054807
"ASA","Other Asia","marine","bivalves","marine-bivalves",2030,197144.36441466
"ASA","Other Asia","marine","crustaceans","marine-crustaceans",2018,12351.280553912
"ASA","Other Asia","marine","crustaceans","marine-crustaceans",2019,12908.794369782
"ASA","Other Asia","marine","crustaceans","marine-crustaceans",2020,13495.8820306919
"ASA","Other Asia","marine","crustaceans","marine-crustaceans",2021,14114.2670936122
"ASA","Other Asia","marine","crustaceans","marine-crustaceans",2022,14765.7781882066
"ASA","Other Asia","marine","crustaceans","marine-crustaceans",2023,15452.3555480883
"ASA","Other Asia","marine","crustaceans","marine-crustaceans",2024,16176.0579513247
"ASA","Other Asia","marine","crustaceans","marine-crustaceans",2025,16939.0700959153
"ASA","Other Asia","marine","crustaceans","marine-crustaceans",2026,17743.710437592
"ASA","Other Asia","marine","crustaceans","marine-crustaceans",2027,18592.4395190058
"ASA","Other Asia","marine","crustaceans","marine-crustaceans",2028,19487.8688211997
"ASA","Other Asia","marine","crustaceans","marine-crustaceans",2029,20432.7701702095
"ASA","Other Asia","marine","crustaceans","marine-crustaceans",2030,21430.0857337012
"ASA","Other Asia","marine","finfish","marine-finfish",2018,94832.5234855002
"ASA","Other Asia","marine","finfish","marine-finfish",2019,98259.4603763402
"ASA","Other Asia","marine","finfish","marine-finfish",2020,101810.94345196
"ASA","Other Asia","marine","finfish","marine-finfish",2021,105491.506290553
"ASA","Other Asia","marine","finfish","marine-finfish",2022,109305.84756808
"ASA","Other Asia","marine","finfish","marine-finfish",2023,113258.837071309
"ASA","Other Asia","marine","finfish","marine-finfish",2024,117355.521929849
"ASA","Other Asia","marine","finfish","marine-finfish",2025,121601.133075176
"ASA","Other Asia","marine","finfish","marine-finfish",2026,126001.091934913
"ASA","Other Asia","marine","finfish","marine-finfish",2027,130561.017370926
"ASA","Other Asia","marine","finfish","marine-finfish",2028,135286.732870126
"ASA","Other Asia","marine","finfish","marine-finfish",2029,140184.27399717
"ASA","Other Asia","marine","finfish","marine-finfish",2030,145259.896118615
"ASC","Other Central Asia","inland","crustaceans","inland-crustaceans",2018,65.6958139719791
"ASC","Other Central Asia","inland","crustaceans","inland-crustaceans",2019,67.3192831570449
"ASC","Other Central Asia","inland","crustaceans","inland-crustaceans",2020,68.9859405629008
"ASC","Other Central Asia","inland","crustaceans","inland-crustaceans",2021,70.697021851412
"ASC","Other Central Asia","inland","crustaceans","inland-crustaceans",2022,72.4538003158077
"ASC","Other Central Asia","inland","crustaceans","inland-crustaceans",2023,74.257588082328
"ASC","Other Central Asia","inland","crustaceans","inland-crustaceans",2024,76.1097373515185
"ASC","Other Central Asia","inland","crustaceans","inland-crustaceans",2025,78.0116416805056
"ASC","Other Central Asia","inland","crustaceans","inland-crustaceans",2026,79.9647373076377
"ASC","Other Central Asia","inland","crustaceans","inland-crustaceans",2027,81.9705045209177
"ASC","Other Central Asia","inland","crustaceans","inland-crustaceans",2028,84.030469071706
"ASC","Other Central Asia","inland","crustaceans","inland-crustaceans",2029,86.1462036352227
"ASC","Other Central Asia","inland","crustaceans","inland-crustaceans",2030,88.3193293194276
"ASC","Other Central Asia","inland","finfish","inland-finfish",2018,77993.0213297534
"ASC","Other Central Asia","inland","finfish","inland-finfish",2019,83192.8013783044
"ASC","Other Central Asia","inland","finfish","inland-finfish",2020,88741.2960796199
"ASC","Other Central Asia","inland","finfish","inland-finfish",2021,94661.9378848866
"ASC","Other Central Asia","inland","finfish","inland-finfish",2022,100979.735098186
"ASC","Other Central Asia","inland","finfish","inland-finfish",2023,107721.377896797
"ASC","Other Central Asia","inland","finfish","inland-finfish",2024,114915.351486035
"ASC","Other Central Asia","inland","finfish","inland-finfish",2025,122592.056868804
"ASC","Other Central Asia","inland","finfish","inland-finfish",2026,130783.939742374
"ASC","Other Central Asia","inland","finfish","inland-finfish",2027,139525.628069387
"ASC","Other Central Asia","inland","finfish","inland-finfish",2028,148854.078906915
"ASC","Other Central Asia","inland","finfish","inland-finfish",2029,158808.735116692
"ASC","Other Central Asia","inland","finfish","inland-finfish",2030,169431.692621598
"ASC","Other Central Asia","marine","bivalves","marine-bivalves",2018,6.3
"ASC","Other Central Asia","marine","bivalves","marine-bivalves",2019,6.37510309388351
"ASC","Other Central Asia","marine","bivalves","marine-bivalves",2020,6.45110150121319
"ASC","Other Central Asia","marine","bivalves","marine-bivalves",2021,6.52800589513346
"ASC","Other Central Asia","marine","bivalves","marine-bivalves",2022,6.60582707602462
"ASC","Other Central Asia","marine","bivalves","marine-bivalves",2023,6.68457597301968
"ASC","Other Central Asia","marine","bivalves","marine-bivalves",2024,6.76426364553923
"ASC","Other Central Asia","marine","bivalves","marine-bivalves",2025,6.84490128484459
"ASC","Other Central Asia","marine","bivalves","marine-bivalves",2026,6.92650021560952
"ASC","Other Central Asia","marine","bivalves","marine-bivalves",2027,7.00907189751064
"ASC","Other Central Asia","marine","bivalves","marine-bivalves",2028,7.09262792683684
"ASC","Other Central Asia","marine","bivalves","marine-bivalves",2029,7.17718003811779
"ASC","Other Central Asia","marine","bivalves","marine-bivalves",2030,7.26274010577202
"ASC","Other Central Asia","marine","crustaceans","marine-crustaceans",2018,11
"ASC","Other Central Asia","marine","crustaceans","marine-crustaceans",2019,11.2767013960887
"ASC","Other Central Asia","marine","crustaceans","marine-crustaceans",2020,11.5603631251407
"ASC","Other Central Asia","marine","crustaceans","marine-crustaceans",2021,11.8511602720515
"ASC","Other Central Asia","marine","crustaceans","marine-crustaceans",2022,12.1492723259194
"ASC","Other Central Asia","marine","crustaceans","marine-crustaceans",2023,12.4548832908324
"ASC","Other Central Asia","marine","crustaceans","marine-crustaceans",2024,12.768181799441
"ASC","Other Central Asia","marine","crustaceans","marine-crustaceans",2025,13.0893612293882
"ASC","Other Central Asia","marine","crustaceans","marine-crustaceans",2026,13.4186198226682
"ASC","Other Central Asia","marine","crustaceans","marine-crustaceans",2027,13.7561608079878
"ASC","Other Central Asia","marine","crustaceans","marine-crustaceans",2028,14.1021925262051
"ASC","Other Central Asia","marine","crustaceans","marine-crustaceans",2029,14.4569285589244
"ASC","Other Central Asia","marine","crustaceans","marine-crustaceans",2030,14.8205878603251
"ASC","Other Central Asia","marine","finfish","marine-finfish",2018,6.51
"ASC","Other Central Asia","marine","finfish","marine-finfish",2019,6.57532025231461
"ASC","Other Central Asia","marine","finfish","marine-finfish",2020,6.64129591712729
"ASC","Other Central Asia","marine","finfish","marine-finfish",2021,6.70793357073754
"ASC","Other Central Asia","marine","finfish","marine-finfish",2022,6.77523985543036
"ASC","Other Central Asia","marine","finfish","marine-finfish",2023,6.8432214801383
"ASC","Other Central Asia","marine","finfish","marine-finfish",2024,6.91188522111025
"ASC","Other Central Asia","marine","finfish","marine-finfish",2025,6.98123792258683
"ASC","Other Central Asia","marine","finfish","marine-finfish",2026,7.05128649748264
"ASC","Other Central Asia","marine","finfish","marine-finfish",2027,7.12203792807529
"ASC","Other Central Asia","marine","finfish","marine-finfish",2028,7.19349926670142
"ASC","Other Central Asia","marine","finfish","marine-finfish",2029,7.26567763645962
"ASC","Other Central Asia","marine","finfish","marine-finfish",2030,7.33858023192048
"ASL","LDC Asia","inland","crustaceans","inland-crustaceans",2018,65157.4843252355
"ASL","LDC Asia","inland","crustaceans","inland-crustaceans",2019,68200.3985010387
"ASL","LDC Asia","inland","crustaceans","inland-crustaceans",2020,71385.4479135247
"ASL","LDC Asia","inland","crustaceans","inland-crustaceans",2021,74719.272348544
"ASL","LDC Asia","inland","crustaceans","inland-crustaceans",2022,78208.8217811423
"ASL","LDC Asia","inland","crustaceans","inland-crustaceans",2023,81861.3708669796
"ASL","LDC Asia","inland","crustaceans","inland-crustaceans",2024,85684.5341107716
"ASL","LDC Asia","inland","crustaceans","inland-crustaceans",2025,89686.2817433837
"ASL","LDC Asia","inland","crustaceans","inland-crustaceans",2026,93874.9563406855
"ASL","LDC Asia","inland","crustaceans","inland-crustaceans",2027,98259.2902188211
"ASL","LDC Asia","inland","crustaceans","inland-crustaceans",2028,102848.423642168
"ASL","LDC Asia","inland","crustaceans","inland-crustaceans",2029,107651.923881953
"ASL","LDC Asia","inland","crustaceans","inland-crustaceans",2030,112679.80516527
"ASL","LDC Asia","inland","finfish","inland-finfish",2018,3621570.02138767
"ASL","LDC Asia","inland","finfish","inland-finfish",2019,3846366.32573389
"ASL","LDC Asia","inland","finfish","inland-finfish",2020,4085420.65353229
"ASL","LDC Asia","inland","finfish","inland-finfish",2021,4339655.40543062
"ASL","LDC Asia","inland","finfish","inland-finfish",2022,4610053.75685372
"ASL","LDC Asia","inland","finfish","inland-finfish",2023,4897663.73250605
"ASL","LDC Asia","inland","finfish","inland-finfish",2024,5203602.55877371
"ASL","LDC Asia","inland","finfish","inland-finfish",2025,5529061.31331863
"ASL","LDC Asia","inland","finfish","inland-finfish",2026,5875309.89252304
"ASL","LDC Asia","inland","finfish","inland-finfish",2027,6243702.31890538
"ASL","LDC Asia","inland","finfish","inland-finfish",2028,6635682.41219854
"ASL","LDC Asia","inland","finfish","inland-finfish",2029,7052789.84946419
"ASL","LDC Asia","inland","finfish","inland-finfish",2030,7496666.64142231
"ASL","LDC Asia","marine","bivalves","marine-bivalves",2018,8676.11838921794
"ASL","LDC Asia","marine","bivalves","marine-bivalves",2019,9048.93618140373
"ASL","LDC Asia","marine","bivalves","marine-bivalves",2020,9437.79242899705
"ASL","LDC Asia","marine","bivalves","marine-bivalves",2021,9843.3773172389
"ASL","LDC Asia","marine","bivalves","marine-bivalves",2022,10266.4107348149
"ASL","LDC Asia","marine","bivalves","marine-bivalves",2023,10707.6435522309
"ASL","LDC Asia","marine","bivalves","marine-bivalves",2024,11167.8589552078
"ASL","LDC Asia","marine","bivalves","marine-bivalves",2025,11647.8738354632
"ASL","LDC Asia","marine","bivalves","marine-bivalves",2026,12148.54024135
"ASL","LDC Asia","marine","bivalves","marine-bivalves",2027,12670.7468909276
"ASL","LDC Asia","marine","bivalves","marine-bivalves",2028,13215.4207501536
"ASL","LDC Asia","marine","bivalves","marine-bivalves",2029,13783.528678998
"ASL","LDC Asia","marine","bivalves","marine-bivalves",2030,14376.0791484026
"ASL","LDC Asia","marine","crustaceans","marine-crustaceans",2018,163693.218909443
"ASL","LDC Asia","marine","crustaceans","marine-crustaceans",2019,172261.465742353
"ASL","LDC Asia","marine","crustaceans","marine-crustaceans",2020,181289.882841603
"ASL","LDC Asia","marine","crustaceans","marine-crustaceans",2021,190803.826014032
"ASL","LDC Asia","marine","crustaceans","marine-crustaceans",2022,200830.08255506
"ASL","LDC Asia","marine","crustaceans","marine-crustaceans",2023,211396.953858199
"ASL","LDC Asia","marine","crustaceans","marine-crustaceans",2024,222534.342883207
"ASL","LDC Asia","marine","crustaceans","marine-crustaceans",2025,234273.846773212
"ASL","LDC Asia","marine","crustaceans","marine-crustaceans",2026,246648.854928663
"ASL","LDC Asia","marine","crustaceans","marine-crustaceans",2027,259694.65286466
"ASL","LDC Asia","marine","crustaceans","marine-crustaceans",2028,273448.532197945
"ASL","LDC Asia","marine","crustaceans","marine-crustaceans",2029,287949.907130876
"ASL","LDC Asia","marine","crustaceans","marine-crustaceans",2030,303240.43782195
"ASL","LDC Asia","marine","finfish","marine-finfish",2018,122554.982517249
"ASL","LDC Asia","marine","finfish","marine-finfish",2019,127005.417427804
"ASL","LDC Asia","marine","finfish","marine-finfish",2020,131617.815263892
"ASL","LDC Asia","marine","finfish","marine-finfish",2021,136398.07380895
"ASL","LDC Asia","marine","finfish","marine-finfish",2022,141352.305646136
"ASL","LDC Asia","marine","finfish","marine-finfish",2023,146486.845981784
"ASL","LDC Asia","marine","finfish","marine-finfish",2024,151808.260753803
"ASL","LDC Asia","marine","finfish","marine-finfish",2025,157323.355035404
"ASL","LDC Asia","marine","finfish","marine-finfish",2026,163039.181744919
"ASL","LDC Asia","marine","finfish","marine-finfish",2027,168963.050672847
"ASL","LDC Asia","marine","finfish","marine-finfish",2028,175102.53783769
"ASL","LDC Asia","marine","finfish","marine-finfish",2029,181465.495182551
"ASL","LDC Asia","marine","finfish","marine-finfish",2030,188060.060624911
"COS","Cosimo- individual countries","inland","crustaceans","inland-crustaceans",2018,96869.6008323191
"COS","Cosimo- individual countries","inland","crustaceans","inland-crustaceans",2019,100561.170758976
"COS","Cosimo- individual countries","inland","crustaceans","inland-crustaceans",2020,104408.573879126
"COS","Cosimo- individual countries","inland","crustaceans","inland-crustaceans",2021,108418.762417915
"COS","Cosimo- individual countries","inland","crustaceans","inland-crustaceans",2022,112599.00711815
"COS","Cosimo- individual countries","inland","crustaceans","inland-crustaceans",2023,116956.912011321
"COS","Cosimo- individual countries","inland","crustaceans","inland-crustaceans",2024,121500.429877402
"COS","Cosimo- individual countries","inland","crustaceans","inland-crustaceans",2025,126237.878425633
"COS","Cosimo- individual countries","inland","crustaceans","inland-crustaceans",2026,131177.957229991
"COS","Cosimo- individual countries","inland","crustaceans","inland-crustaceans",2027,136329.765454641
"COS","Cosimo- individual countries","inland","crustaceans","inland-crustaceans",2028,141702.820406309
"COS","Cosimo- individual countries","inland","crustaceans","inland-crustaceans",2029,147307.076952239
"COS","Cosimo- individual countries","inland","crustaceans","inland-crustaceans",2030,153152.947844239
"COS","Cosimo- individual countries","inland","finfish","inland-finfish",2018,14397462.4222513
"COS","Cosimo- individual countries","inland","finfish","inland-finfish",2019,15250527.9756706
"COS","Cosimo- individual countries","inland","finfish","inland-finfish",2020,16156689.4280743
"COS","Cosimo- individual countries","inland","finfish","inland-finfish",2021,17119352.6831251
"COS","Cosimo- individual countries","inland","finfish","inland-finfish",2022,18142147.7352839
"COS","Cosimo- individual countries","inland","finfish","inland-finfish",2023,19228943.7938635
"COS","Cosimo- individual countries","inland","finfish","inland-finfish",2024,20383865.4559704
"COS","Cosimo- individual countries","inland","finfish","inland-finfish",2025,21611310.0032546
"COS","Cosimo- individual countries","inland","finfish","inland-finfish",2026,22915965.9029119
"COS","Cosimo- individual countries","inland","finfish","inland-finfish",2027,24302832.5993239
"COS","Cosimo- individual countries","inland","finfish","inland-finfish",2028,25777241.6891248
"COS","Cosimo- individual countries","inland","finfish","inland-finfish",2029,27344879.5793649
"COS","Cosimo- individual countries","inland","finfish","inland-finfish",2030,29011811.7358641
"COS","Cosimo- individual countries","marine","bivalves","marine-bivalves",2018,946661.478249788
"COS","Cosimo- individual countries","marine","bivalves","marine-bivalves",2019,980027.607209842
"COS","Cosimo- individual countries","marine","bivalves","marine-bivalves",2020,1014735.85389559
"COS","Cosimo- individual countries","marine","bivalves","marine-bivalves",2021,1050842.60775095
"COS","Cosimo- individual countries","marine","bivalves","marine-bivalves",2022,1088406.65798045
"COS","Cosimo- individual countries","marine","bivalves","marine-bivalves",2023,1127489.29604928
"COS","Cosimo- individual countries","marine","bivalves","marine-bivalves",2024,1168154.42256585
"COS","Cosimo- individual countries","marine","bivalves","marine-bivalves",2025,1210468.65873457
"COS","Cosimo- individual countries","marine","bivalves","marine-bivalves",2026,1254501.46257411
"COS","Cosimo- individual countries","marine","bivalves","marine-bivalves",2027,1300325.25010508
"COS","Cosimo- individual countries","marine","bivalves","marine-bivalves",2028,1348015.52171965
"COS","Cosimo- individual countries","marine","bivalves","marine-bivalves",2029,1397650.99395475
"COS","Cosimo- individual countries","marine","bivalves","marine-bivalves",2030,1449313.7369
"COS","Cosimo- individual countries","marine","crustaceans","marine-crustaceans",2018,2885596.87531865
"COS","Cosimo- individual countries","marine","crustaceans","marine-crustaceans",2019,3070229.47053601
"COS","Cosimo- individual countries","marine","crustaceans","marine-crustaceans",2020,3267651.52226525
"COS","Cosimo- individual countries","marine","crustaceans","marine-crustaceans",2021,3478790.50257431
"COS","Cosimo- individual countries","marine","crustaceans","marine-crustaceans",2022,3704643.27471119
"COS","Cosimo- individual countries","marine","crustaceans","marine-crustaceans",2023,3946281.41405614
"COS","Cosimo- individual countries","marine","crustaceans","marine-crustaceans",2024,4204856.94562672
"COS","Cosimo- individual countries","marine","crustaceans","marine-crustaceans",2025,4481608.53132476
"COS","Cosimo- individual countries","marine","crustaceans","marine-crustaceans",2026,4777868.1427988
"COS","Cosimo- individual countries","marine","crustaceans","marine-crustaceans",2027,5095068.25869811
"COS","Cosimo- individual countries","marine","crustaceans","marine-crustaceans",2028,5434749.62823638
"COS","Cosimo- individual countries","marine","crustaceans","marine-crustaceans",2029,5798569.64638123
"COS","Cosimo- individual countries","marine","crustaceans","marine-crustaceans",2030,6188311.38966338
"COS","Cosimo- individual countries","marine","finfish","marine-finfish",2018,5042736.34932081
"COS","Cosimo- individual countries","marine","finfish","marine-finfish",2019,5237658.58369334
"COS","Cosimo- individual countries","marine","finfish","marine-finfish",2020,5440470.78883455
"COS","Cosimo- individual countries","marine","finfish","marine-finfish",2021,5651507.11565888
"COS","Cosimo- individual countries","marine","finfish","marine-finfish",2022,5871116.5095936
"COS","Cosimo- individual countries","marine","finfish","marine-finfish",2023,6099663.39382488
"COS","Cosimo- individual countries","marine","finfish","marine-finfish",2024,6337528.38532067
"COS","Cosimo- individual countries","marine","finfish","marine-finfish",2025,6585109.04525443
"COS","Cosimo- individual countries","marine","finfish","marine-finfish",2026,6842820.66553636
"COS","Cosimo- individual countries","marine","finfish","marine-finfish",2027,7111097.09324574
"COS","Cosimo- individual countries","marine","finfish","marine-finfish",2028,7390391.5948493
"COS","Cosimo- individual countries","marine","finfish","marine-finfish",2029,7681177.76218666
"COS","Cosimo- individual countries","marine","finfish","marine-finfish",2030,7983950.46230519
"EUE","Other Europe","inland","crustaceans","inland-crustaceans",2018,142.5
"EUE","Other Europe","inland","crustaceans","inland-crustaceans",2019,145.360916636538
"EUE","Other Europe","inland","crustaceans","inland-crustaceans",2020,148.279270774838
"EUE","Other Europe","inland","crustaceans","inland-crustaceans",2021,151.256215565108
"EUE","Other Europe","inland","crustaceans","inland-crustaceans",2022,154.292927308897
"EUE","Other Europe","inland","crustaceans","inland-crustaceans",2023,157.390605923901
"EUE","Other Europe","inland","crustaceans","inland-crustaceans",2024,160.550475418094
"EUE","Other Europe","inland","crustaceans","inland-crustaceans",2025,163.773784373375
"EUE","Other Europe","inland","crustaceans","inland-crustaceans",2026,167.061806438937
"EUE","Other Europe","inland","crustaceans","inland-crustaceans",2027,170.415840834524
"EUE","Other Europe","inland","crustaceans","inland-crustaceans",2028,173.837212863809
"EUE","Other Europe","inland","crustaceans","inland-crustaceans",2029,177.327274438064
"EUE","Other Europe","inland","crustaceans","inland-crustaceans",2030,180.887404610357
"EUE","Other Europe","inland","finfish","inland-finfish",2018,40026.0873362874
"EUE","Other Europe","inland","finfish","inland-finfish",2019,41517.1050035414
"EUE","Other Europe","inland","finfish","inland-finfish",2020,43082.0018839679
"EUE","Other Europe","inland","finfish","inland-finfish",2021,44725.0789171089
"EUE","Other Europe","inland","finfish","inland-finfish",2022,46450.9099912593
"EUE","Other Europe","inland","finfish","inland-finfish",2023,48264.3603349957
"EUE","Other Europe","inland","finfish","inland-finfish",2024,50170.6062155355
"EUE","Other Europe","inland","finfish","inland-finfish",2025,52175.1560416065
"EUE","Other Europe","inland","finfish","inland-finfish",2026,54283.8729761566
"EUE","Other Europe","inland","finfish","inland-finfish",2027,56502.9991725122
"EUE","Other Europe","inland","finfish","inland-finfish",2028,58839.1817565465
"EUE","Other Europe","inland","finfish","inland-finfish",2029,61299.5006871133
"EUE","Other Europe","inland","finfish","inland-finfish",2030,63891.4986374835
"EUE","Other Europe","marine","bivalves","marine-bivalves",2018,807.595565641238
"EUE","Other Europe","marine","bivalves","marine-bivalves",2019,826.852848458613
"EUE","Other Europe","marine","bivalves","marine-bivalves",2020,846.754152048384
"EUE","Other Europe","marine","bivalves","marine-bivalves",2021,867.324991209707
"EUE","Other Europe","marine","bivalves","marine-bivalves",2022,888.591952597008
"EUE","Other Europe","marine","bivalves","marine-bivalves",2023,910.582740537836
"EUE","Other Europe","marine","bivalves","marine-bivalves",2024,933.326224818898
"EUE","Other Europe","marine","bivalves","marine-bivalves",2025,956.852490524955
"EUE","Other Europe","marine","bivalves","marine-bivalves",2026,981.192890018884
"EUE","Other Europe","marine","bivalves","marine-bivalves",2027,1006.380097155
"EUE","Other Europe","marine","bivalves","marine-bivalves",2028,1032.44816382174
"EUE","Other Europe","marine","bivalves","marine-bivalves",2029,1059.43257891384
"EUE","Other Europe","marine","bivalves","marine-bivalves",2030,1087.37032983866
"EUE","Other Europe","marine","crustaceans","marine-crustaceans",2018,143
"EUE","Other Europe","marine","crustaceans","marine-crustaceans",2019,146.597118149153
"EUE","Other Europe","marine","crustaceans","marine-crustaceans",2020,150.284720626829
"EUE","Other Europe","marine","crustaceans","marine-crustaceans",2021,154.065083536669
"EUE","Other Europe","marine","crustaceans","marine-crustaceans",2022,157.940540236952
"EUE","Other Europe","marine","crustaceans","marine-crustaceans",2023,161.913482780821
"EUE","Other Europe","marine","crustaceans","marine-crustaceans",2024,165.986363392733
"EUE","Other Europe","marine","crustaceans","marine-crustaceans",2025,170.161695982046
"EUE","Other Europe","marine","crustaceans","marine-crustaceans",2026,174.442057694687
"EUE","Other Europe","marine","crustaceans","marine-crustaceans",2027,178.830090503841
"EUE","Other Europe","marine","crustaceans","marine-crustaceans",2028,183.328502840666
"EUE","Other Europe","marine","crustaceans","marine-crustaceans",2029,187.940071266017
"EUE","Other Europe","marine","crustaceans","marine-crustaceans",2030,192.667642184227
"EUE","Other Europe","marine","finfish","marine-finfish",2018,113768.07827022
"EUE","Other Europe","marine","finfish","marine-finfish",2019,121335.847977123
"EUE","Other Europe","marine","finfish","marine-finfish",2020,129430.427429421
"EUE","Other Europe","marine","finfish","marine-finfish",2021,138089.404898129
"EUE","Other Europe","marine","finfish","marine-finfish",2022,147353.085466524
"EUE","Other Europe","marine","finfish","marine-finfish",2023,157264.688697423
"EUE","Other Europe","marine","finfish","marine-finfish",2024,167870.56073014
"EUE","Other Europe","marine","finfish","marine-finfish",2025,179220.401862258
"EUE","Other Europe","marine","finfish","marine-finfish",2026,191367.510748544
"EUE","Other Europe","marine","finfish","marine-finfish",2027,204369.046432231
"EUE","Other Europe","marine","finfish","marine-finfish",2028,218286.309512809
"EUE","Other Europe","marine","finfish","marine-finfish",2029,233185.043849926
"EUE","Other Europe","marine","finfish","marine-finfish",2030,249135.760305429
"EUN","E27","inland","crustaceans","inland-crustaceans",2018,211.142900861781
"EUN","E27","inland","crustaceans","inland-crustaceans",2019,216.363597975678
"EUN","E27","inland","crustaceans","inland-crustaceans",2020,221.735014414894
"EUN","E27","inland","crustaceans","inland-crustaceans",2021,227.262322782933
"EUN","E27","inland","crustaceans","inland-crustaceans",2022,232.950899916149
"EUN","E27","inland","crustaceans","inland-crustaceans",2023,238.806335678322
"EUN","E27","inland","crustaceans","inland-crustaceans",2024,244.834442151309
"EUN","E27","inland","crustaceans","inland-crustaceans",2025,251.041263240002
"EUN","E27","inland","crustaceans","inland-crustaceans",2026,257.433084710647
"EUN","E27","inland","crustaceans","inland-crustaceans",2027,264.016444682474
"EUN","E27","inland","crustaceans","inland-crustaceans",2028,270.798144593511
"EUN","E27","inland","crustaceans","inland-crustaceans",2029,277.785260662435
"EUN","E27","inland","crustaceans","inland-crustaceans",2030,284.985155869304
"EUN","E27","inland","finfish","inland-finfish",2018,287577.446444879
"EUN","E27","inland","finfish","inland-finfish",2019,299574.696359088
"EUN","E27","inland","finfish","inland-finfish",2020,312249.364596575
"EUN","E27","inland","finfish","inland-finfish",2021,325644.864050582
"EUN","E27","inland","finfish","inland-finfish",2022,339807.502953359
"EUN","E27","inland","finfish","inland-finfish",2023,354786.680291416
"EUN","E27","inland","finfish","inland-finfish",2024,370635.094464757
"EUN","E27","inland","finfish","inland-finfish",2025,387408.966089604
"EUN","E27","inland","finfish","inland-finfish",2026,405168.275905336
"EUN","E27","inland","finfish","inland-finfish",2027,423977.01881173
"EUN","E27","inland","finfish","inland-finfish",2028,443903.475132413
"EUN","E27","inland","finfish","inland-finfish",2029,465020.500275051
"EUN","E27","inland","finfish","inland-finfish",2030,487405.834038425
"EUN","E27","marine","bivalves","marine-bivalves",2018,619552.33884447
"EUN","E27","marine","bivalves","marine-bivalves",2019,637172.858555958
"EUN","E27","marine","bivalves","marine-bivalves",2020,655434.458074191
"EUN","E27","marine","bivalves","marine-bivalves",2021,674363.05660614
"EUN","E27","marine","bivalves","marine-bivalves",2022,693985.662197207
"EUN","E27","marine","bivalves","marine-bivalves",2023,714330.418183106
"EUN","E27","marine","bivalves","marine-bivalves",2024,735426.651640439
"EUN","E27","marine","bivalves","marine-bivalves",2025,757304.923922543
"EUN","E27","marine","bivalves","marine-bivalves",2026,779997.083370964
"EUN","E27","marine","bivalves","marine-bivalves",2027,803536.320296833
"EUN","E27","marine","bivalves","marine-bivalves",2028,827957.22433056
"EUN","E27","marine","bivalves","marine-bivalves",2029,853295.84424253
"EUN","E27","marine","bivalves","marine-bivalves",2030,879589.750341984
"EUN","E27","marine","crustaceans","marine-crustaceans",2018,504.140506573027
"EUN","E27","marine","crustaceans","marine-crustaceans",2019,524.831045077573
"EUN","E27","marine","crustaceans","marine-crustaceans",2020,546.493478072354
"EUN","E27","marine","crustaceans","marine-crustaceans",2021,569.177829412111
"EUN","E27","marine","crustaceans","marine-crustaceans",2022,592.936838228603
"EUN","E27","marine","crustaceans","marine-crustaceans",2023,617.826110700885
