"group_code","group_name","aq_type","sector","sector_long","year","prod_mt"
"AFS","Other Subsaharan Africa","inland","crustaceans","inland-crustaceans",2023,149.467424223582
"AFS","Other Subsaharan Africa","inland","crustaceans","inland-crustaceans",2024,152.468223104857
"AFS","Other Subsaharan Africa","inland","crustaceans","inland-crustaceans",2025,155.529267848885
"AFS","Other Subsaharan Africa","inland","crustaceans","inland-crustaceans",2026,158.651767988235
"AFS","Other Subsaharan Africa","inland","crustaceans","inland-crustaceans",2027,161.836957338787
"AFS","Other Subsaharan Africa","inland","crustaceans","inland-crustaceans",2028,165.086094487259
"AFS","Other Subsaharan Africa","inland","crustaceans","inland-crustaceans",2029,168.400463288519
"AFS","Other Subsaharan Africa","inland","crustaceans","inland-crustaceans",2030,171.781373372889
"AFS","Other Subsaharan Africa","inland","finfish","inland-finfish",2018,92810.9864154164
"AFS","Other Subsaharan Africa","inland","finfish","inland-finfish",2019,99049.3489660456
"AFS","Other Subsaharan Africa","inland","finfish","inland-finfish",2020,105707.593030054
"AFS","Other Subsaharan Africa","inland","finfish","inland-finfish",2021,112813.992114929
"AFS","Other Subsaharan Africa","inland","finfish","inland-finfish",2022,120398.72405334
"AFS","Other Subsaharan Africa","inland","finfish","inland-finfish",2023,128493.999297612
"AFS","Other Subsaharan Africa","inland","finfish","inland-finfish",2024,137134.197860048
"AFS","Other Subsaharan Africa","inland","finfish","inland-finfish",2025,146356.015481976
"AFS","Other Subsaharan Africa","inland","finfish","inland-finfish",2026,156198.619653723
"AFS","Other Subsaharan Africa","inland","finfish","inland-finfish",2027,166703.816149711
"AFS","Other Subsaharan Africa","inland","finfish","inland-finfish",2028,177916.226787634
"AFS","Other Subsaharan Africa","inland","finfish","inland-finfish",2029,189883.479168563
"AFS","Other Subsaharan Africa","inland","finfish","inland-finfish",2030,202656.409205827
"AFS","Other Subsaharan Africa","marine","bivalves","marine-bivalves",2018,511.276382375941
"AFS","Other Subsaharan Africa","marine","bivalves","marine-bivalves",2019,517.468741964435
"AFS","Other Subsaharan Africa","marine","bivalves","marine-bivalves",2020,523.739112071491
"AFS","Other Subsaharan Africa","marine","bivalves","marine-bivalves",2021,530.088603027725
"AFS","Other Subsaharan Africa","marine","bivalves","marine-bivalves",2022,536.518346162434
"AFS","Other Subsaharan Africa","marine","bivalves","marine-bivalves",2023,543.029494387993
"AFS","Other Subsaharan Africa","marine","bivalves","marine-bivalves",2024,549.62322280561
"AFS","Other Subsaharan Africa","marine","bivalves","marine-bivalves",2025,556.30072933329
"AFS","Other Subsaharan Africa","marine","bivalves","marine-bivalves",2026,563.063235356929
"AFS","Other Subsaharan Africa","marine","bivalves","marine-bivalves",2027,569.91198640549
"AFS","Other Subsaharan Africa","marine","bivalves","marine-bivalves",2028,576.84825285124
"AFS","Other Subsaharan Africa","marine","bivalves","marine-bivalves",2029,583.87333063609
"AFS","Other Subsaharan Africa","marine","bivalves","marine-bivalves",2030,590.988542025098
"AFS","Other Subsaharan Africa","marine","crustaceans","marine-crustaceans",2018,166.025154672372
"AFS","Other Subsaharan Africa","marine","crustaceans","marine-crustaceans",2019,170.201463043615
"AFS","Other Subsaharan Africa","marine","crustaceans","marine-crustaceans",2020,174.482825083661
"AFS","Other Subsaharan Africa","marine","crustaceans","marine-crustaceans",2021,178.871883383128
"AFS","Other Subsaharan Africa","marine","crustaceans","marine-crustaceans",2022,183.371347006139
"AFS","Other Subsaharan Africa","marine","crustaceans","marine-crustaceans",2023,187.983993162435
"AFS","Other Subsaharan Africa","marine","crustaceans","marine-crustaceans",2024,192.712668921559
"AFS","Other Subsaharan Africa","marine","crustaceans","marine-crustaceans",2025,197.560292970156
"AFS","Other Subsaharan Africa","marine","crustaceans","marine-crustaceans",2026,202.529857413477
"AFS","Other Subsaharan Africa","marine","crustaceans","marine-crustaceans",2027,207.624429622199
"AFS","Other Subsaharan Africa","marine","crustaceans","marine-crustaceans",2028,212.847154125706
"AFS","Other Subsaharan Africa","marine","crustaceans","marine-crustaceans",2029,218.201254552986
"AFS","Other Subsaharan Africa","marine","crustaceans","marine-crustaceans",2030,223.690035622359
"AFS","Other Subsaharan Africa","marine","finfish","marine-finfish",2018,2211.8681325809
"AFS","Other Subsaharan Africa","marine","finfish","marine-finfish",2019,2290.02526464865
"AFS","Other Subsaharan Africa","marine","finfish","marine-finfish",2020,2371.00495845117
"AFS","Other Subsaharan Africa","marine","finfish","marine-finfish",2021,2454.90977717474
"AFS","Other Subsaharan Africa","marine","finfish","marine-finfish",2022,2541.84601720441
"AFS","Other Subsaharan Africa","marine","finfish","marine-finfish",2023,2631.92384407281
"AFS","Other Subsaharan Africa","marine","finfish","marine-finfish",2024,2725.25743336038
"AFS","Other Subsaharan Africa","marine","finfish","marine-finfish",2025,2821.96511672722
"AFS","Other Subsaharan Africa","marine","finfish","marine-finfish",2026,2922.16953326363
"AFS","Other Subsaharan Africa","marine","finfish","marine-finfish",2027,3025.99778635303
"AFS","Other Subsaharan Africa","marine","finfish","marine-finfish",2028,3133.5816062479
"AFS","Other Subsaharan Africa","marine","finfish","marine-finfish",2029,3245.05751856699
"AFS","Other Subsaharan Africa","marine","finfish","marine-finfish",2030,3360.56701892938
"AGL","Aglink - Individual countries","inland","crustaceans","inland-crustaceans",2018,3128659.35684953
"AGL","Aglink - Individual countries","inland","crustaceans","inland-crustaceans",2019,3281909.57564488
"AGL","Aglink - Individual countries","inland","crustaceans","inland-crustaceans",2020,3442681.56376973
"AGL","Aglink - Individual countries","inland","crustaceans","inland-crustaceans",2021,3611345.01845104
"AGL","Aglink - Individual countries","inland","crustaceans","inland-crustaceans",2022,3788287.8252698
"AGL","Aglink - Individual countries","inland","crustaceans","inland-crustaceans",2023,3973916.9535927
"AGL","Aglink - Individual countries","inland","crustaceans","inland-crustaceans",2024,4168659.39610739
"AGL","Aglink - Individual countries","inland","crustaceans","inland-crustaceans",2025,4372963.15463422
"AGL","Aglink - Individual countries","inland","crustaceans","inland-crustaceans",2026,4587298.27449469
"AGL","Aglink - Individual countries","inland","crustaceans","inland-crustaceans",2027,4812157.92982881
"AGL","Aglink - Individual countries","inland","crustaceans","inland-crustaceans",2028,5048059.56237196
"AGL","Aglink - Individual countries","inland","crustaceans","inland-crustaceans",2029,5295546.07632507
"AGL","Aglink - Individual countries","inland","crustaceans","inland-crustaceans",2030,5555187.09208207
"AGL","Aglink - Individual countries","inland","finfish","inland-finfish",2018,28209230.0862463
"AGL","Aglink - Individual countries","inland","finfish","inland-finfish",2019,30106674.5841997
"AGL","Aglink - Individual countries","inland","finfish","inland-finfish",2020,32132520.0755087
"AGL","Aglink - Individual countries","inland","finfish","inland-finfish",2021,34295482.1433537
"AGL","Aglink - Individual countries","inland","finfish","inland-finfish",2022,36604869.5241262
"AGL","Aglink - Individual countries","inland","finfish","inland-finfish",2023,39070624.5951811
"AGL","Aglink - Individual countries","inland","finfish","inland-finfish",2024,41703366.6361535
"AGL","Aglink - Individual countries","inland","finfish","inland-finfish",2025,44514438.054678
"AGL","Aglink - Individual countries","inland","finfish","inland-finfish",2026,47515953.7805472
"AGL","Aglink - Individual countries","inland","finfish","inland-finfish",2027,50720854.0464668
"AGL","Aglink - Individual countries","inland","finfish","inland-finfish",2028,54142960.7886685
"AGL","Aglink - Individual countries","inland","finfish","inland-finfish",2029,57797037.9167989
"AGL","Aglink - Individual countries","inland","finfish","inland-finfish",2030,61698855.7197832
"AGL","Aglink - Individual countries","marine","bivalves","marine-bivalves",2018,16124294.4066331
"AGL","Aglink - Individual countries","marine","bivalves","marine-bivalves",2019,16772904.5287698
"AGL","Aglink - Individual countries","marine","bivalves","marine-bivalves",2020,17447987.0997771
"AGL","Aglink - Individual countries","marine","bivalves","marine-bivalves",2021,18150627.613088
"AGL","Aglink - Individual countries","marine","bivalves","marine-bivalves",2022,18881956.1547431
"AGL","Aglink - Individual countries","marine","bivalves","marine-bivalves",2023,19643149.2374696
"AGL","Aglink - Individual countries","marine","bivalves","marine-bivalves",2024,20435431.7102879
"AGL","Aglink - Individual countries","marine","bivalves","marine-bivalves",2025,21260078.7467641
"AGL","Aglink - Individual countries","marine","bivalves","marine-bivalves",2026,22118417.9151495
"AGL","Aglink - Individual countries","marine","bivalves","marine-bivalves",2027,23011831.333787
"AGL","Aglink - Individual countries","marine","bivalves","marine-bivalves",2028,23941757.9153013
"AGL","Aglink - Individual countries","marine","bivalves","marine-bivalves",2029,24909695.7032372
"AGL","Aglink - Individual countries","marine","bivalves","marine-bivalves",2030,25917204.3049595
"AGL","Aglink - Individual countries","marine","crustaceans","marine-crustaceans",2018,1967817.33658341
"AGL","Aglink - Individual countries","marine","crustaceans","marine-crustaceans",2019,2088582.28413942
"AGL","Aglink - Individual countries","marine","crustaceans","marine-crustaceans",2020,2216844.00160531
"AGL","Aglink - Individual countries","marine","crustaceans","marine-crustaceans",2021,2353070.06085961
"AGL","Aglink - Individual countries","marine","crustaceans","marine-crustaceans",2022,2497757.25179841
"AGL","Aglink - Individual countries","marine","crustaceans","marine-crustaceans",2023,2651433.40954499
"AGL","Aglink - Individual countries","marine","crustaceans","marine-crustaceans",2024,2814659.35596352
"AGL","Aglink - Individual countries","marine","crustaceans","marine-crustaceans",2025,2988030.9626284
"AGL","Aglink - Individual countries","marine","crustaceans","marine-crustaceans",2026,3172181.34284814
"AGL","Aglink - Individual countries","marine","crustaceans","marine-crustaceans",2027,3367783.18081796
"AGL","Aglink - Individual countries","marine","crustaceans","marine-crustaceans",2028,3575551.20648075
"AGL","Aglink - Individual countries","marine","crustaceans","marine-crustaceans",2029,3796244.82521262
"AGL","Aglink - Individual countries","marine","crustaceans","marine-crustaceans",2030,4030670.9120198
"AGL","Aglink - Individual countries","marine","finfish","marine-finfish",2018,3650993.15685236
"AGL","Aglink - Individual countries","marine","finfish","marine-finfish",2019,3793346.16014958
"AGL","Aglink - Individual countries","marine","finfish","marine-finfish",2020,3941821.09798359
"AGL","Aglink - Individual countries","marine","finfish","marine-finfish",2021,4096695.98277332
"AGL","Aglink - Individual countries","marine","finfish","marine-finfish",2022,4258261.97630721
"AGL","Aglink - Individual countries","marine","finfish","marine-finfish",2023,4426824.03414345
"AGL","Aglink - Individual countries","marine","finfish","marine-finfish",2024,4602701.58264338
"AGL","Aglink - Individual countries","marine","finfish","marine-finfish",2025,4786229.23034266
"AGL","Aglink - Individual countries","marine","finfish","marine-finfish",2026,4977757.51545693
"AGL","Aglink - Individual countries","marine","finfish","marine-finfish",2027,5177653.69141538
"AGL","Aglink - Individual countries","marine","finfish","marine-finfish",2028,5386302.55241782
"AGL","Aglink - Individual countries","marine","finfish","marine-finfish",2029,5604107.30111894
"AGL","Aglink - Individual countries","marine","finfish","marine-finfish",2030,5831490.46065729
"ANL","Least Developed North Africa","inland","crustaceans","inland-crustaceans",2018,15
"ANL","Least Developed North Africa","inland","crustaceans","inland-crustaceans",2019,15.3011491196355
"ANL","Least Developed North Africa","inland","crustaceans","inland-crustaceans",2020,15.6083442920882
"ANL","Least Developed North Africa","inland","crustaceans","inland-crustaceans",2021,15.9217069015903
"ANL","Least Developed North Africa","inland","crustaceans","inland-crustaceans",2022,16.2413607693576
"ANL","Least Developed North Africa","inland","crustaceans","inland-crustaceans",2023,16.5674322025159
"ANL","Least Developed North Africa","inland","crustaceans","inland-crustaceans",2024,16.9000500440099
"ANL","Least Developed North Africa","inland","crustaceans","inland-crustaceans",2025,17.2393457235132
"ANL","Least Developed North Africa","inland","crustaceans","inland-crustaceans",2026,17.5854533093618
"ANL","Least Developed North Africa","inland","crustaceans","inland-crustaceans",2027,17.9385095615289
"ANL","Least Developed North Africa","inland","crustaceans","inland-crustaceans",2028,18.2986539856641
"ANL","Least Developed North Africa","inland","crustaceans","inland-crustaceans",2029,18.6660288882173
"ANL","Least Developed North Africa","inland","crustaceans","inland-crustaceans",2030,19.0407794326692
"ANL","Least Developed North Africa","inland","finfish","inland-finfish",2018,9613.83815927236
"ANL","Least Developed North Africa","inland","finfish","inland-finfish",2019,10260.6016123789
"ANL","Least Developed North Africa","inland","finfish","inland-finfish",2020,10950.8951016975
"ANL","Least Developed North Africa","inland","finfish","inland-finfish",2021,11687.6487403966
"ANL","Least Developed North Africa","inland","finfish","inland-finfish",2022,12473.9898809787
"ANL","Least Developed North Africa","inland","finfish","inland-finfish",2023,13313.2563924748
"ANL","Least Developed North Africa","inland","finfish","inland-finfish",2024,14209.0108313971
"ANL","Least Developed North Africa","inland","finfish","inland-finfish",2025,15165.0555666139
"ANL","Least Developed North Africa","inland","finfish","inland-finfish",2026,16185.4489223599
"ANL","Least Developed North Africa","inland","finfish","inland-finfish",2027,17274.5224079181
"ANL","Least Developed North Africa","inland","finfish","inland-finfish",2028,18436.8991071226
"ANL","Least Developed North Africa","inland","finfish","inland-finfish",2029,19677.5133057576
"ANL","Least Developed North Africa","inland","finfish","inland-finfish",2030,21001.6314401793
"ANL","Least Developed North Africa","marine","bivalves","marine-bivalves",2018,12.6
"ANL","Least Developed North Africa","marine","bivalves","marine-bivalves",2019,12.750206187767
"ANL","Least Developed North Africa","marine","bivalves","marine-bivalves",2020,12.9022030024264
"ANL","Least Developed North Africa","marine","bivalves","marine-bivalves",2021,13.0560117902669
"ANL","Least Developed North Africa","marine","bivalves","marine-bivalves",2022,13.2116541520492
"ANL","Least Developed North Africa","marine","bivalves","marine-bivalves",2023,13.3691519460394
"ANL","Least Developed North Africa","marine","bivalves","marine-bivalves",2024,13.5285272910785
"ANL","Least Developed North Africa","marine","bivalves","marine-bivalves",2025,13.6898025696892
"ANL","Least Developed North Africa","marine","bivalves","marine-bivalves",2026,13.853000431219
"ANL","Least Developed North Africa","marine","bivalves","marine-bivalves",2027,14.0181437950213
"ANL","Least Developed North Africa","marine","bivalves","marine-bivalves",2028,14.1852558536737
"ANL","Least Developed North Africa","marine","bivalves","marine-bivalves",2029,14.3543600762356
"ANL","Least Developed North Africa","marine","bivalves","marine-bivalves",2030,14.525480211544
"ANL","Least Developed North Africa","marine","crustaceans","marine-crustaceans",2018,22
"ANL","Least Developed North Africa","marine","crustaceans","marine-crustaceans",2019,22.5534027921773
"ANL","Least Developed North Africa","marine","crustaceans","marine-crustaceans",2020,23.1207262502814
"ANL","Least Developed North Africa","marine","crustaceans","marine-crustaceans",2021,23.7023205441029
"ANL","Least Developed North Africa","marine","crustaceans","marine-crustaceans",2022,24.2985446518388
"ANL","Least Developed North Africa","marine","crustaceans","marine-crustaceans",2023,24.9097665816648
"ANL","Least Developed North Africa","marine","crustaceans","marine-crustaceans",2024,25.536363598882
"ANL","Least Developed North Africa","marine","crustaceans","marine-crustaceans",2025,26.1787224587764
"ANL","Least Developed North Africa","marine","crustaceans","marine-crustaceans",2026,26.8372396453365
"ANL","Least Developed North Africa","marine","crustaceans","marine-crustaceans",2027,27.5123216159756
"ANL","Least Developed North Africa","marine","crustaceans","marine-crustaceans",2028,28.2043850524102
"ANL","Least Developed North Africa","marine","crustaceans","marine-crustaceans",2029,28.9138571178487
"ANL","Least Developed North Africa","marine","crustaceans","marine-crustaceans",2030,29.6411757206503
"ANL","Least Developed North Africa","marine","finfish","marine-finfish",2018,13.02
"ANL","Least Developed North Africa","marine","finfish","marine-finfish",2019,13.1506405046292
"ANL","Least Developed North Africa","marine","finfish","marine-finfish",2020,13.2825918342546
"ANL","Least Developed North Africa","marine","finfish","marine-finfish",2021,13.4158671414751
"ANL","Least Developed North Africa","marine","finfish","marine-finfish",2022,13.5504797108607
"ANL","Least Developed North Africa","marine","finfish","marine-finfish",2023,13.6864429602766
"ANL","Least Developed North Africa","marine","finfish","marine-finfish",2024,13.8237704422205
"ANL","Least Developed North Africa","marine","finfish","marine-finfish",2025,13.9624758451737
"ANL","Least Developed North Africa","marine","finfish","marine-finfish",2026,14.1025729949653
"ANL","Least Developed North Africa","marine","finfish","marine-finfish",2027,14.2440758561506
"ANL","Least Developed North Africa","marine","finfish","marine-finfish",2028,14.3869985334028
"ANL","Least Developed North Africa","marine","finfish","marine-finfish",2029,14.5313552729192
"ANL","Least Developed North Africa","marine","finfish","marine-finfish",2030,14.677160463841
"ASA","Other Asia","inland","crustaceans","inland-crustaceans",2018,11047.8430420274
"ASA","Other Asia","inland","crustaceans","inland-crustaceans",2019,11271.210571294
"ASA","Other Asia","inland","crustaceans","inland-crustaceans",2020,11499.13571479
"ASA","Other Asia","inland","crustaceans","inland-crustaceans",2021,11731.7133947442
"ASA","Other Asia","inland","crustaceans","inland-crustaceans",2022,11969.0405990676
"ASA","Other Asia","inland","crustaceans","inland-crustaceans",2023,12211.2164303067
