"iso3","country","food_code","year","AqCaH","AqCaL","Diff","Perc"
"COD","Congo - Kinshasa","MK",2027,0,0,0,NA
"COD","Congo - Kinshasa","MK",2028,0,0,0,NA
"COD","Congo - Kinshasa","MK",2029,0,0,0,NA
"COD","Congo - Kinshasa","MK",2030,0,0,0,NA
"COD","Congo - Kinshasa","OCG",2017,0,0,0,NA
"COD","Congo - Kinshasa","OCG",2018,0,0,0,NA
"COD","Congo - Kinshasa","OCG",2019,0,0,0,NA
"COD","Congo - Kinshasa","OCG",2020,0,0,0,NA
"COD","Congo - Kinshasa","OCG",2021,0,0,0,NA
"COD","Congo - Kinshasa","OCG",2022,0,0,0,NA
"COD","Congo - Kinshasa","OCG",2023,0,0,0,NA
"COD","Congo - Kinshasa","OCG",2024,0,0,0,NA
"COD","Congo - Kinshasa","OCG",2025,0,0,0,NA
"COD","Congo - Kinshasa","OCG",2026,0,0,0,NA
"COD","Congo - Kinshasa","OCG",2027,0,0,0,NA
"COD","Congo - Kinshasa","OCG",2028,0,0,0,NA
"COD","Congo - Kinshasa","OCG",2029,0,0,0,NA
"COD","Congo - Kinshasa","OCG",2030,0,0,0,NA
"COD","Congo - Kinshasa","OOS",2017,0,0,0,NA
"COD","Congo - Kinshasa","OOS",2018,0,0,0,NA
"COD","Congo - Kinshasa","OOS",2019,0,0,0,NA
"COD","Congo - Kinshasa","OOS",2020,0,0,0,NA
"COD","Congo - Kinshasa","OOS",2021,0,0,0,NA
"COD","Congo - Kinshasa","OOS",2022,0,0,0,NA
"COD","Congo - Kinshasa","OOS",2023,0,0,0,NA
"COD","Congo - Kinshasa","OOS",2024,0,0,0,NA
"COD","Congo - Kinshasa","OOS",2025,0,0,0,NA
"COD","Congo - Kinshasa","OOS",2026,0,0,0,NA
"COD","Congo - Kinshasa","OOS",2027,0,0,0,NA
"COD","Congo - Kinshasa","OOS",2028,0,0,0,NA
"COD","Congo - Kinshasa","OOS",2029,0,0,0,NA
"COD","Congo - Kinshasa","OOS",2030,0,0,0,NA
"COD","Congo - Kinshasa","OTH",2017,0,0,0,NA
"COD","Congo - Kinshasa","OTH",2018,0,0,0,NA
"COD","Congo - Kinshasa","OTH",2019,0,0,0,NA
"COD","Congo - Kinshasa","OTH",2020,0,0,0,NA
"COD","Congo - Kinshasa","OTH",2021,0,0,0,NA
"COD","Congo - Kinshasa","OTH",2022,0,0,0,NA
"COD","Congo - Kinshasa","OTH",2023,0,0,0,NA
"COD","Congo - Kinshasa","OTH",2024,0,0,0,NA
"COD","Congo - Kinshasa","OTH",2025,0,0,0,NA
"COD","Congo - Kinshasa","OTH",2026,0,0,0,NA
"COD","Congo - Kinshasa","OTH",2027,0,0,0,NA
"COD","Congo - Kinshasa","OTH",2028,0,0,0,NA
"COD","Congo - Kinshasa","OTH",2029,0,0,0,NA
"COD","Congo - Kinshasa","OTH",2030,0,0,0,NA
"COD","Congo - Kinshasa","PK",2017,0,0,0,NA
"COD","Congo - Kinshasa","PK",2018,0,0,0,NA
"COD","Congo - Kinshasa","PK",2019,0,0,0,NA
"COD","Congo - Kinshasa","PK",2020,0,0,0,NA
"COD","Congo - Kinshasa","PK",2021,0,0,0,NA
"COD","Congo - Kinshasa","PK",2022,0,0,0,NA
"COD","Congo - Kinshasa","PK",2023,0,0,0,NA
"COD","Congo - Kinshasa","PK",2024,0,0,0,NA
"COD","Congo - Kinshasa","PK",2025,0,0,0,NA
"COD","Congo - Kinshasa","PK",2026,0,0,0,NA
"COD","Congo - Kinshasa","PK",2027,0,0,0,NA
"COD","Congo - Kinshasa","PK",2028,0,0,0,NA
"COD","Congo - Kinshasa","PK",2029,0,0,0,NA
"COD","Congo - Kinshasa","PK",2030,0,0,0,NA
"COD","Congo - Kinshasa","PS",2017,0,0,0,NA
"COD","Congo - Kinshasa","PS",2018,0,0,0,NA
"COD","Congo - Kinshasa","PS",2019,0,0,0,NA
"COD","Congo - Kinshasa","PS",2020,0,0,0,NA
"COD","Congo - Kinshasa","PS",2021,0,0,0,NA
"COD","Congo - Kinshasa","PS",2022,0,0,0,NA
"COD","Congo - Kinshasa","PS",2023,0,0,0,NA
"COD","Congo - Kinshasa","PS",2024,0,0,0,NA
"COD","Congo - Kinshasa","PS",2025,0,0,0,NA
"COD","Congo - Kinshasa","PS",2026,0,0,0,NA
"COD","Congo - Kinshasa","PS",2027,0,0,0,NA
"COD","Congo - Kinshasa","PS",2028,0,0,0,NA
"COD","Congo - Kinshasa","PS",2029,0,0,0,NA
"COD","Congo - Kinshasa","PS",2030,0,0,0,NA
"COD","Congo - Kinshasa","PT",2017,0,0,0,NA
"COD","Congo - Kinshasa","PT",2018,0,0,0,NA
"COD","Congo - Kinshasa","PT",2019,0,0,0,NA
"COD","Congo - Kinshasa","PT",2020,0,0,0,NA
"COD","Congo - Kinshasa","PT",2021,0,0,0,NA
"COD","Congo - Kinshasa","PT",2022,0,0,0,NA
"COD","Congo - Kinshasa","PT",2023,0,0,0,NA
"COD","Congo - Kinshasa","PT",2024,0,0,0,NA
"COD","Congo - Kinshasa","PT",2025,0,0,0,NA
"COD","Congo - Kinshasa","PT",2026,0,0,0,NA
"COD","Congo - Kinshasa","PT",2027,0,0,0,NA
"COD","Congo - Kinshasa","PT",2028,0,0,0,NA
"COD","Congo - Kinshasa","PT",2029,0,0,0,NA
"COD","Congo - Kinshasa","PT",2030,0,0,0,NA
"COD","Congo - Kinshasa","RI",2017,0,0,0,NA
"COD","Congo - Kinshasa","RI",2018,0,0,0,NA
"COD","Congo - Kinshasa","RI",2019,0,0,0,NA
"COD","Congo - Kinshasa","RI",2020,0,0,0,NA
"COD","Congo - Kinshasa","RI",2021,0,0,0,NA
"COD","Congo - Kinshasa","RI",2022,0,0,0,NA
"COD","Congo - Kinshasa","RI",2023,0,0,0,NA
"COD","Congo - Kinshasa","RI",2024,0,0,0,NA
"COD","Congo - Kinshasa","RI",2025,0,0,0,NA
"COD","Congo - Kinshasa","RI",2026,0,0,0,NA
"COD","Congo - Kinshasa","RI",2027,0,0,0,NA
"COD","Congo - Kinshasa","RI",2028,0,0,0,NA
"COD","Congo - Kinshasa","RI",2029,0,0,0,NA
"COD","Congo - Kinshasa","RI",2030,0,0,0,NA
"COD","Congo - Kinshasa","RT",2017,0,0,0,NA
"COD","Congo - Kinshasa","RT",2018,0,0,0,NA
"COD","Congo - Kinshasa","RT",2019,0,0,0,NA
"COD","Congo - Kinshasa","RT",2020,0,0,0,NA
"COD","Congo - Kinshasa","RT",2021,0,0,0,NA
"COD","Congo - Kinshasa","RT",2022,0,0,0,NA
"COD","Congo - Kinshasa","RT",2023,0,0,0,NA
"COD","Congo - Kinshasa","RT",2024,0,0,0,NA
"COD","Congo - Kinshasa","RT",2025,0,0,0,NA
"COD","Congo - Kinshasa","RT",2026,0,0,0,NA
"COD","Congo - Kinshasa","RT",2027,0,0,0,NA
"COD","Congo - Kinshasa","RT",2028,0,0,0,NA
"COD","Congo - Kinshasa","RT",2029,0,0,0,NA
"COD","Congo - Kinshasa","RT",2030,0,0,0,NA
"COD","Congo - Kinshasa","SB",2017,0,0,0,NA
"COD","Congo - Kinshasa","SB",2018,0,0,0,NA
"COD","Congo - Kinshasa","SB",2019,0,0,0,NA
"COD","Congo - Kinshasa","SB",2020,0,0,0,NA
"COD","Congo - Kinshasa","SB",2021,0,0,0,NA
"COD","Congo - Kinshasa","SB",2022,0,0,0,NA
"COD","Congo - Kinshasa","SB",2023,0,0,0,NA
"COD","Congo - Kinshasa","SB",2024,0,0,0,NA
"COD","Congo - Kinshasa","SB",2025,0,0,0,NA
"COD","Congo - Kinshasa","SB",2026,0,0,0,NA
"COD","Congo - Kinshasa","SB",2027,0,0,0,NA
"COD","Congo - Kinshasa","SB",2028,0,0,0,NA
"COD","Congo - Kinshasa","SB",2029,0,0,0,NA
"COD","Congo - Kinshasa","SB",2030,0,0,0,NA
"COD","Congo - Kinshasa","SH",2017,0,0,0,NA
"COD","Congo - Kinshasa","SH",2018,0,0,0,NA
"COD","Congo - Kinshasa","SH",2019,0,0,0,NA
"COD","Congo - Kinshasa","SH",2020,0,0,0,NA
"COD","Congo - Kinshasa","SH",2021,0,0,0,NA
"COD","Congo - Kinshasa","SH",2022,0,0,0,NA
"COD","Congo - Kinshasa","SH",2023,0,0,0,NA
"COD","Congo - Kinshasa","SH",2024,0,0,0,NA
"COD","Congo - Kinshasa","SH",2025,0,0,0,NA
"COD","Congo - Kinshasa","SH",2026,0,0,0,NA
"COD","Congo - Kinshasa","SH",2027,0,0,0,NA
"COD","Congo - Kinshasa","SH",2028,0,0,0,NA
"COD","Congo - Kinshasa","SH",2029,0,0,0,NA
"COD","Congo - Kinshasa","SH",2030,0,0,0,NA
"COD","Congo - Kinshasa","SU",2017,0,0,0,NA
"COD","Congo - Kinshasa","SU",2018,0,0,0,NA
"COD","Congo - Kinshasa","SU",2019,0,0,0,NA
"COD","Congo - Kinshasa","SU",2020,0,0,0,NA
"COD","Congo - Kinshasa","SU",2021,0,0,0,NA
"COD","Congo - Kinshasa","SU",2022,0,0,0,NA
"COD","Congo - Kinshasa","SU",2023,0,0,0,NA
"COD","Congo - Kinshasa","SU",2024,0,0,0,NA
"COD","Congo - Kinshasa","SU",2025,0,0,0,NA
"COD","Congo - Kinshasa","SU",2026,0,0,0,NA
"COD","Congo - Kinshasa","SU",2027,0,0,0,NA
"COD","Congo - Kinshasa","SU",2028,0,0,0,NA
"COD","Congo - Kinshasa","SU",2029,0,0,0,NA
"COD","Congo - Kinshasa","SU",2030,0,0,0,NA
"COD","Congo - Kinshasa","TOT",2017,0,0,0,NA
"COD","Congo - Kinshasa","TOT",2018,0,0,0,NA
"COD","Congo - Kinshasa","TOT",2019,0,0,0,NA
"COD","Congo - Kinshasa","TOT",2020,0,0,0,NA
"COD","Congo - Kinshasa","TOT",2021,0,0,0,NA
"COD","Congo - Kinshasa","TOT",2022,0,0,0,NA
"COD","Congo - Kinshasa","TOT",2023,0,0,0,NA
"COD","Congo - Kinshasa","TOT",2024,0,0,0,NA
"COD","Congo - Kinshasa","TOT",2025,0,0,0,NA
"COD","Congo - Kinshasa","TOT",2026,0,0,0,NA
"COD","Congo - Kinshasa","TOT",2027,0,0,0,NA
"COD","Congo - Kinshasa","TOT",2028,0,0,0,NA
"COD","Congo - Kinshasa","TOT",2029,0,0,0,NA
"COD","Congo - Kinshasa","TOT",2030,0,0,0,NA
"COD","Congo - Kinshasa","VL",2017,0,0,0,NA
"COD","Congo - Kinshasa","VL",2018,0,0,0,NA
"COD","Congo - Kinshasa","VL",2019,0,0,0,NA
"COD","Congo - Kinshasa","VL",2020,0,0,0,NA
"COD","Congo - Kinshasa","VL",2021,0,0,0,NA
"COD","Congo - Kinshasa","VL",2022,0,0,0,NA
"COD","Congo - Kinshasa","VL",2023,0,0,0,NA
"COD","Congo - Kinshasa","VL",2024,0,0,0,NA
"COD","Congo - Kinshasa","VL",2025,0,0,0,NA
"COD","Congo - Kinshasa","VL",2026,0,0,0,NA
"COD","Congo - Kinshasa","VL",2027,0,0,0,NA
"COD","Congo - Kinshasa","VL",2028,0,0,0,NA
"COD","Congo - Kinshasa","VL",2029,0,0,0,NA
"COD","Congo - Kinshasa","VL",2030,0,0,0,NA
"COD","Congo - Kinshasa","WT",2017,0,0,0,NA
"COD","Congo - Kinshasa","WT",2018,0,0,0,NA
"COD","Congo - Kinshasa","WT",2019,0,0,0,NA
"COD","Congo - Kinshasa","WT",2020,0,0,0,NA
"COD","Congo - Kinshasa","WT",2021,0,0,0,NA
"COD","Congo - Kinshasa","WT",2022,0,0,0,NA
"COD","Congo - Kinshasa","WT",2023,0,0,0,NA
"COD","Congo - Kinshasa","WT",2024,0,0,0,NA
"COD","Congo - Kinshasa","WT",2025,0,0,0,NA
"COD","Congo - Kinshasa","WT",2026,0,0,0,NA
"COD","Congo - Kinshasa","WT",2027,0,0,0,NA
"COD","Congo - Kinshasa","WT",2028,0,0,0,NA
"COD","Congo - Kinshasa","WT",2029,0,0,0,NA
"COD","Congo - Kinshasa","WT",2030,0,0,0,NA
"COG","Congo - Brazzaville","BT",2017,1.32,1.32,0,0
"COG","Congo - Brazzaville","BT",2018,1.324100282,1.324100282,0,0
"COG","Congo - Brazzaville","BT",2019,1.319090866,1.319090866,0,0
"COG","Congo - Brazzaville","BT",2020,1.311813158,1.311803555,9.6e-06,0.000732025
"COG","Congo - Brazzaville","BT",2021,1.29887402,1.29947911,-0.000605091,-0.046564083
"COG","Congo - Brazzaville","BT",2022,1.285637356,1.286370954,-0.000733598,-0.057028457
"COG","Congo - Brazzaville","BT",2023,1.273708762,1.274423651,-0.000714889,-0.056095088
"COG","Congo - Brazzaville","BT",2024,1.260849321,1.261751982,-0.000902661,-0.071540307
"COG","Congo - Brazzaville","BT",2025,1.248644172,1.249610411,-0.000966239,-0.077323206
"COG","Congo - Brazzaville","BT",2026,1.236138011,1.237386259,-0.001248248,-0.100877836
"COG","Congo - Brazzaville","BT",2027,1.223620378,1.224958171,-0.001337794,-0.109211364
"COG","Congo - Brazzaville","BT",2028,1.21107497,1.212450949,-0.001375979,-0.113487409
"COG","Congo - Brazzaville","BT",2029,1.198347355,1.199854878,-0.001507523,-0.125642118
"COG","Congo - Brazzaville","BT",2030,1.185561327,1.187058191,-0.001496864,-0.126098613
"COG","Congo - Brazzaville","BV",2017,16.87,16.87,0,0
"COG","Congo - Brazzaville","BV",2018,16.41729121,16.41729121,0,0
"COG","Congo - Brazzaville","BV",2019,16.15386427,16.15386427,0,0
"COG","Congo - Brazzaville","BV",2020,16.06166238,16.05348871,0.008173666,0.050915203
"COG","Congo - Brazzaville","BV",2021,15.91806657,15.93316164,-0.015095066,-0.094739926
"COG","Congo - Brazzaville","BV",2022,15.77029461,15.7957271,-0.025432491,-0.161008674
"COG","Congo - Brazzaville","BV",2023,15.61171921,15.65632828,-0.044609065,-0.284926738
"COG","Congo - Brazzaville","BV",2024,15.46114013,15.52997754,-0.068837415,-0.443255085
"COG","Congo - Brazzaville","BV",2025,15.31214787,15.3989939,-0.086846024,-0.563972063
"COG","Congo - Brazzaville","BV",2026,15.14198277,15.24203033,-0.100047567,-0.656392653
"COG","Congo - Brazzaville","BV",2027,14.97615378,15.08758244,-0.111428654,-0.738545456
"COG","Congo - Brazzaville","BV",2028,14.80695612,14.9370591,-0.130102987,-0.871008048
"COG","Congo - Brazzaville","BV",2029,14.64842792,14.79505586,-0.146627935,-0.99106037
"COG","Congo - Brazzaville","BV",2030,14.47653312,14.63687928,-0.160346153,-1.095494129
"COG","Congo - Brazzaville","CN",2017,3.18,3.18,0,0
"COG","Congo - Brazzaville","CN",2018,3.098057451,3.098057451,0,0
"COG","Congo - Brazzaville","CN",2019,3.018511553,3.018511553,0,0
"COG","Congo - Brazzaville","CN",2020,2.941696709,2.941696709,0,0
"COG","Congo - Brazzaville","CN",2021,2.867488888,2.867488888,0,0
"COG","Congo - Brazzaville","CN",2022,2.795564294,2.795564294,0,0
"COG","Congo - Brazzaville","CN",2023,2.72572043,2.72572043,0,0
"COG","Congo - Brazzaville","CN",2024,2.657748507,2.657748507,0,0
"COG","Congo - Brazzaville","CN",2025,2.591513283,2.591513283,0,0
"COG","Congo - Brazzaville","CN",2026,2.526984092,2.526984092,0,0
"COG","Congo - Brazzaville","CN",2027,2.464166964,2.464166964,0,0
"COG","Congo - Brazzaville","CN",2028,2.403038093,2.403038093,0,0
"COG","Congo - Brazzaville","CN",2029,2.343571871,2.343571871,0,0
"COG","Congo - Brazzaville","CN",2030,2.285755269,2.285755269,0,0
"COG","Congo - Brazzaville","EG",2017,1.92,1.92,0,0
"COG","Congo - Brazzaville","EG",2018,1.916541299,1.916541299,0,0
"COG","Congo - Brazzaville","EG",2019,1.908705405,1.908705405,0,0
"COG","Congo - Brazzaville","EG",2020,1.898636102,1.901446499,-0.002810396,-0.147803079
"COG","Congo - Brazzaville","EG",2021,1.881842545,1.885005293,-0.003162748,-0.167784577
"COG","Congo - Brazzaville","EG",2022,1.866137218,1.8718922,-0.005754983,-0.307441993
"COG","Congo - Brazzaville","EG",2023,1.850822569,1.85922205,-0.008399482,-0.451773984
"COG","Congo - Brazzaville","EG",2024,1.837066453,1.847846436,-0.010779983,-0.583380899
"COG","Congo - Brazzaville","EG",2025,1.822701441,1.835498805,-0.012797364,-0.697214511
"COG","Congo - Brazzaville","EG",2026,1.808499229,1.822746971,-0.014247742,-0.781663167
"COG","Congo - Brazzaville","EG",2027,1.793753012,1.81033263,-0.016579618,-0.915832714
"COG","Congo - Brazzaville","EG",2028,1.779716403,1.798110699,-0.018394296,-1.022979083
"COG","Congo - Brazzaville","EG",2029,1.766003691,1.786085098,-0.020081406,-1.124325285
"COG","Congo - Brazzaville","EG",2030,1.751195318,1.773175658,-0.021980339,-1.239603035
"COG","Congo - Brazzaville","FH",2017,67.72,67.72,0,0
"COG","Congo - Brazzaville","FH",2018,69.47410494,69.47410494,0,0
"COG","Congo - Brazzaville","FH",2019,70.18090866,70.18090866,0,0
"COG","Congo - Brazzaville","FH",2020,72.42768831,71.07847799,1.349210314,1.898198093
"COG","Congo - Brazzaville","FH",2021,71.71434545,69.62746235,2.086883104,2.997212642
"COG","Congo - Brazzaville","FH",2022,71.62206596,68.06380268,3.55826328,5.227834972
"COG","Congo - Brazzaville","FH",2023,71.80660024,66.53719807,5.26940217,7.919483121
"COG","Congo - Brazzaville","FH",2024,72.17654734,65.21073924,6.965808095,10.68199529
"COG","Congo - Brazzaville","FH",2025,72.50106843,64.12879512,8.372273305,13.05540403
"COG","Congo - Brazzaville","FH",2026,72.65916651,63.1179003,9.541266209,15.11657733
"COG","Congo - Brazzaville","FH",2027,73.26186297,62.18974617,11.0721168,17.80376586
"COG","Congo - Brazzaville","FH",2028,73.62205042,61.19777563,12.42427479,20.30184048
"COG","Congo - Brazzaville","FH",2029,73.6685498,60.03342796,13.63512183,22.71254915
"COG","Congo - Brazzaville","FH",2030,74.31847228,59.28696842,15.03150386,25.35380752
"COG","Congo - Brazzaville","FV",2017,90.72,90.72,0,0
"COG","Congo - Brazzaville","FV",2018,92.83732688,92.83732688,0,0
"COG","Congo - Brazzaville","FV",2019,91.36850126,91.36850126,0,0
"COG","Congo - Brazzaville","FV",2020,92.71540394,92.75072769,-0.035323747,-0.038084603
"COG","Congo - Brazzaville","FV",2021,93.01419705,93.06831904,-0.054121985,-0.058152962
"COG","Congo - Brazzaville","FV",2022,93.30852537,93.39054307,-0.082017701,-0.087822277
"COG","Congo - Brazzaville","FV",2023,93.58200656,93.69468221,-0.112675651,-0.120258321
"COG","Congo - Brazzaville","FV",2024,93.83321878,93.98231133,-0.149092557,-0.158638955
"COG","Congo - Brazzaville","FV",2025,94.06405231,94.24437693,-0.180324626,-0.191337279
"COG","Congo - Brazzaville","FV",2026,94.31880143,94.54045505,-0.221653621,-0.234453727
"COG","Congo - Brazzaville","FV",2027,94.56714131,94.82247582,-0.255334513,-0.269276362
"COG","Congo - Brazzaville","FV",2028,94.79185327,95.07724561,-0.285392334,-0.300168913
"COG","Congo - Brazzaville","FV",2029,95.03003132,95.34654156,-0.316510236,-0.331957752
"COG","Congo - Brazzaville","FV",2030,95.21219788,95.56173374,-0.349535857,-0.365769689
"COG","Congo - Brazzaville","HFCS",2017,0.28,0.28,0,0
"COG","Congo - Brazzaville","HFCS",2018,0.272784933,0.272784933,0,0
"COG","Congo - Brazzaville","HFCS",2019,0.265780891,0.265780891,0,0
"COG","Congo - Brazzaville","HFCS",2020,0.25901732,0.25901732,0,0
"COG","Congo - Brazzaville","HFCS",2021,0.252483298,0.252483298,0,0
"COG","Congo - Brazzaville","HFCS",2022,0.246150315,0.246150315,0,0
"COG","Congo - Brazzaville","HFCS",2023,0.240000541,0.240000541,0,0
"COG","Congo - Brazzaville","HFCS",2024,0.234015592,0.234015592,0,0
"COG","Congo - Brazzaville","HFCS",2025,0.22818356,0.22818356,0,0
"COG","Congo - Brazzaville","HFCS",2026,0.222501744,0.222501744,0,0
"COG","Congo - Brazzaville","HFCS",2027,0.216970676,0.216970676,0,0
"COG","Congo - Brazzaville","HFCS",2028,0.21158826,0.21158826,0,0
"COG","Congo - Brazzaville","HFCS",2029,0.20635224,0.20635224,0,0
"COG","Congo - Brazzaville","HFCS",2030,0.20126147,0.20126147,0,0
"COG","Congo - Brazzaville","MA",2017,32,32,0,0
"COG","Congo - Brazzaville","MA",2018,32.98862402,32.98862402,0,0
"COG","Congo - Brazzaville","MA",2019,33.10437346,33.10437346,0,0
"COG","Congo - Brazzaville","MA",2020,33.03419348,33.0412116,-0.007018112,-0.021240482
"COG","Congo - Brazzaville","MA",2021,32.93632541,32.94342895,-0.007103544,-0.021562854
"COG","Congo - Brazzaville","MA",2022,32.84618271,32.85679583,-0.010613119,-0.032301138
"COG","Congo - Brazzaville","MA",2023,32.74794643,32.76150346,-0.013557032,-0.041380983
"COG","Congo - Brazzaville","MA",2024,32.64828789,32.6649762,-0.01668831,-0.051089307
"COG","Congo - Brazzaville","MA",2025,32.54132812,32.56093446,-0.019606345,-0.060214318
"COG","Congo - Brazzaville","MA",2026,32.42402987,32.44788542,-0.023855551,-0.073519586
"COG","Congo - Brazzaville","MA",2027,32.30218117,32.32919636,-0.027015189,-0.083562823
"COG","Congo - Brazzaville","MA",2028,32.17581019,32.20400212,-0.028191928,-0.087541692
"COG","Congo - Brazzaville","MA",2029,32.04426794,32.07527644,-0.031008499,-0.096674143
"COG","Congo - Brazzaville","MA",2030,31.90701984,31.94068619,-0.033666357,-0.105402734
"COG","Congo - Brazzaville","MK",2017,12.42,12.42,0,0
"COG","Congo - Brazzaville","MK",2018,12.5351861,12.5351861,0,0
"COG","Congo - Brazzaville","MK",2019,12.37925969,12.37925969,0,0
"COG","Congo - Brazzaville","MK",2020,12.43787061,12.44279414,-0.004923537,-0.039569382
"COG","Congo - Brazzaville","MK",2021,12.40450966,12.41350546,-0.0089958,-0.072467843
"COG","Congo - Brazzaville","MK",2022,12.3824403,12.39772182,-0.01528152,-0.123260708
"COG","Congo - Brazzaville","MK",2023,12.36029288,12.38157511,-0.021282233,-0.171886316
"COG","Congo - Brazzaville","MK",2024,12.33572194,12.36417556,-0.028453623,-0.230129565
"COG","Congo - Brazzaville","MK",2025,12.31822623,12.35237844,-0.034152214,-0.276482897
"COG","Congo - Brazzaville","MK",2026,12.30019733,12.3392884,-0.039091066,-0.316801626
"COG","Congo - Brazzaville","MK",2027,12.28430798,12.32971653,-0.045408548,-0.368285414
"COG","Congo - Brazzaville","MK",2028,12.26755939,12.3182529,-0.050693504,-0.411531607
"COG","Congo - Brazzaville","MK",2029,12.25086366,12.30699362,-0.056129957,-0.456081794
"COG","Congo - Brazzaville","MK",2030,12.23069336,12.29185074,-0.061157383,-0.497544136
"COG","Congo - Brazzaville","OCG",2017,23.06,23.06,0,0
"COG","Congo - Brazzaville","OCG",2018,23.60542038,23.60542038,0,0
"COG","Congo - Brazzaville","OCG",2019,21.86401094,21.86401094,0,0
"COG","Congo - Brazzaville","OCG",2020,21.76841409,21.77234878,-0.003934687,-0.018071946
"COG","Congo - Brazzaville","OCG",2021,21.67170753,21.67504381,-0.003336276,-0.015392244
"COG","Congo - Brazzaville","OCG",2022,21.57235377,21.57690046,-0.00454669,-0.021072028
"COG","Congo - Brazzaville","OCG",2023,21.45386571,21.45766891,-0.003803193,-0.017724168
"COG","Congo - Brazzaville","OCG",2024,21.34451404,21.3476833,-0.00316926,-0.014845921
"COG","Congo - Brazzaville","OCG",2025,21.23071466,21.233798,-0.003083336,-0.014520889
"COG","Congo - Brazzaville","OCG",2026,21.1122538,21.1168539,-0.004600104,-0.021784041
"COG","Congo - Brazzaville","OCG",2027,20.99270868,20.99737403,-0.004665354,-0.022218751
"COG","Congo - Brazzaville","OCG",2028,20.86909434,20.87280757,-0.003713231,-0.0177898
"COG","Congo - Brazzaville","OCG",2029,20.74410357,20.7476926,-0.003589026,-0.017298435
"COG","Congo - Brazzaville","OCG",2030,20.61249504,20.61578415,-0.003289118,-0.015954368
"COG","Congo - Brazzaville","OOS",2017,37.97,37.97,0,0
"COG","Congo - Brazzaville","OOS",2018,36.99158535,36.99158535,0,0
"COG","Congo - Brazzaville","OOS",2019,36.04178731,36.04178731,0,0
"COG","Congo - Brazzaville","OOS",2020,36.4709461,36.46815525,0.002790848,0.007652837
"COG","Congo - Brazzaville","OOS",2021,36.54772904,36.54558092,0.002148117,0.005877911
"COG","Congo - Brazzaville","OOS",2022,36.78938322,36.78159719,0.007786036,0.021168292
"COG","Congo - Brazzaville","OOS",2023,36.99794077,36.98384023,0.014100546,0.038126236
"COG","Congo - Brazzaville","OOS",2024,37.19120085,37.17359632,0.017604532,0.047357623
"COG","Congo - Brazzaville","OOS",2025,37.3981873,37.37554017,0.022647122,0.060593429
"COG","Congo - Brazzaville","OOS",2026,37.6001055,37.57825657,0.021848928,0.058142473
"COG","Congo - Brazzaville","OOS",2027,37.80722513,37.77756637,0.029658767,0.078508939
"COG","Congo - Brazzaville","OOS",2028,38.00249546,37.96935459,0.033140863,0.087283187
"COG","Congo - Brazzaville","OOS",2029,38.19626228,38.15846249,0.037799793,0.099060052
"COG","Congo - Brazzaville","OOS",2030,38.38683823,38.34450374,0.042334496,0.110405643
"COG","Congo - Brazzaville","OTH",2017,136.06,136.06,0,0
"COG","Congo - Brazzaville","OTH",2018,139.2355235,139.2355235,0,0
"COG","Congo - Brazzaville","OTH",2019,137.0326089,137.0326089,0,0
"COG","Congo - Brazzaville","OTH",2020,139.052666,139.1056438,-0.052977832,-0.038084603
"COG","Congo - Brazzaville","OTH",2021,139.5007898,139.5819608,-0.081171045,-0.058152962
"COG","Congo - Brazzaville","OTH",2022,139.9422174,140.0652259,-0.123008471,-0.087822277
"COG","Congo - Brazzaville","OTH",2023,140.3523789,140.5213675,-0.168988637,-0.120258321
"COG","Congo - Brazzaville","OTH",2024,140.7291418,140.9527478,-0.223605967,-0.158638955
"COG","Congo - Brazzaville","OTH",2025,141.0753412,141.3457884,-0.270447186,-0.191337279
"COG","Congo - Brazzaville","OTH",2026,141.4574088,141.7898403,-0.332431566,-0.234453727
"COG","Congo - Brazzaville","OTH",2027,141.8298638,142.2128093,-0.382945479,-0.269276362
"COG","Congo - Brazzaville","OTH",2028,142.1668822,142.5949078,-0.428025584,-0.300168913
"COG","Congo - Brazzaville","OTH",2029,142.5240968,142.9987924,-0.474695577,-0.331957752
"COG","Congo - Brazzaville","OTH",2030,142.7973065,143.3215332,-0.524226727,-0.365769689
"COG","Congo - Brazzaville","PK",2017,23.52,23.52,0,0
"COG","Congo - Brazzaville","PK",2018,22.2301993,22.2301993,0,0
"COG","Congo - Brazzaville","PK",2019,21.64323818,21.64323818,0,0
"COG","Congo - Brazzaville","PK",2020,22.00688808,21.97599046,0.030897625,0.14059719
"COG","Congo - Brazzaville","PK",2021,22.05432493,22.07641787,-0.022092939,-0.100074837
"COG","Congo - Brazzaville","PK",2022,22.04110755,22.05286899,-0.01176144,-0.053332925
"COG","Congo - Brazzaville","PK",2023,22.03390341,22.06917589,-0.035272479,-0.159826897
"COG","Congo - Brazzaville","PK",2024,22.01270286,22.07729374,-0.06459088,-0.29256702
"COG","Congo - Brazzaville","PK",2025,21.99659063,22.08477754,-0.08818691,-0.399310835
"COG","Congo - Brazzaville","PK",2026,21.97882844,22.09891346,-0.120085016,-0.543397831
"COG","Congo - Brazzaville","PK",2027,21.96174659,22.09788225,-0.136135656,-0.616057478
"COG","Congo - Brazzaville","PK",2028,21.91961368,22.07921724,-0.15960357,-0.72286788
"COG","Congo - Brazzaville","PK",2029,21.91699363,22.09717672,-0.180183087,-0.815412253
"COG","Congo - Brazzaville","PK",2030,21.8733625,22.07135665,-0.197994147,-0.897063785
