"iso3","country","food_code","year","AqCaH","AqCaL","Diff","Perc"
"AFG","Afghanistan","PS",2030,2.883263068,2.889475588,-0.00621252,-0.215005115
"AFG","Afghanistan","PT",2017,6.14,6.14,0,0
"AFG","Afghanistan","PT",2018,6.035468958,6.035468958,0,0
"AFG","Afghanistan","PT",2019,5.883619031,5.883619031,0,0
"AFG","Afghanistan","PT",2020,5.916224231,5.922725198,-0.006500967,-0.109763104
"AFG","Afghanistan","PT",2021,5.93525567,5.95400916,-0.01875349,-0.314972468
"AFG","Afghanistan","PT",2022,5.952673976,5.979531358,-0.026857382,-0.449155307
"AFG","Afghanistan","PT",2023,5.967121498,6.003414628,-0.03629313,-0.604541451
"AFG","Afghanistan","PT",2024,5.982407569,6.030061418,-0.047653849,-0.790271375
"AFG","Afghanistan","PT",2025,5.996889625,6.055763066,-0.058873441,-0.972188648
"AFG","Afghanistan","PT",2026,6.007252047,6.078842015,-0.071589968,-1.177690874
"AFG","Afghanistan","PT",2027,6.020528246,6.104982406,-0.08445416,-1.383364514
"AFG","Afghanistan","PT",2028,6.032930196,6.127033398,-0.094103202,-1.53586893
"AFG","Afghanistan","PT",2029,6.044036934,6.150866396,-0.106829461,-1.736819736
"AFG","Afghanistan","PT",2030,6.054749334,6.173794426,-0.119045091,-1.928232189
"AFG","Afghanistan","RI",2017,130.63,130.63,0,0
"AFG","Afghanistan","RI",2018,129.2291872,129.2291872,0,0
"AFG","Afghanistan","RI",2019,128.4149568,128.4149568,0,0
"AFG","Afghanistan","RI",2020,127.4647967,127.4724969,-0.007700225,-0.006040695
"AFG","Afghanistan","RI",2021,125.9054933,125.930151,-0.024657787,-0.019580527
"AFG","Afghanistan","RI",2022,124.078959,124.1166833,-0.037724382,-0.030394288
"AFG","Afghanistan","RI",2023,121.9628463,122.0150278,-0.052181522,-0.042766471
"AFG","Afghanistan","RI",2024,120.6596854,120.7270642,-0.067378833,-0.055810876
"AFG","Afghanistan","RI",2025,119.3165979,119.397693,-0.081095078,-0.067920138
"AFG","Afghanistan","RI",2026,118.0155747,118.1091238,-0.093549096,-0.079205647
"AFG","Afghanistan","RI",2027,116.7873288,116.8979085,-0.110579727,-0.094595128
"AFG","Afghanistan","RI",2028,115.5670459,115.6892808,-0.122234842,-0.10565788
"AFG","Afghanistan","RI",2029,114.3995674,114.5369631,-0.13739572,-0.119957537
"AFG","Afghanistan","RI",2030,113.1931192,113.3434274,-0.150308153,-0.132613029
"AFG","Afghanistan","RT",2017,11.29,11.29,0,0
"AFG","Afghanistan","RT",2018,11.35292774,11.35292774,0,0
"AFG","Afghanistan","RT",2019,11.42477677,11.42477677,0,0
"AFG","Afghanistan","RT",2020,11.54360936,11.54494875,-0.001339394,-0.011601561
"AFG","Afghanistan","RT",2021,11.63579112,11.63938172,-0.003590593,-0.030848655
"AFG","Afghanistan","RT",2022,11.74137465,11.74475914,-0.003384494,-0.028817054
"AFG","Afghanistan","RT",2023,11.83834948,11.84345616,-0.005106676,-0.043118121
"AFG","Afghanistan","RT",2024,11.9440573,11.95018401,-0.006126703,-0.051268696
"AFG","Afghanistan","RT",2025,12.0450263,12.05253551,-0.007509209,-0.062303981
"AFG","Afghanistan","RT",2026,12.14421272,12.15304809,-0.008835365,-0.072700813
"AFG","Afghanistan","RT",2027,12.24108993,12.24991551,-0.008825575,-0.072046011
"AFG","Afghanistan","RT",2028,12.33163756,12.34212569,-0.010488136,-0.084978363
"AFG","Afghanistan","RT",2029,12.41811609,12.42945028,-0.011334186,-0.091188149
"AFG","Afghanistan","RT",2030,12.49552437,12.50905991,-0.013535547,-0.108205947
"AFG","Afghanistan","SB",2017,0,0,0,NA
"AFG","Afghanistan","SB",2018,0,0,0,NA
"AFG","Afghanistan","SB",2019,0,0,0,NA
"AFG","Afghanistan","SB",2020,0,0,0,NA
"AFG","Afghanistan","SB",2021,0,0,0,NA
"AFG","Afghanistan","SB",2022,0,0,0,NA
"AFG","Afghanistan","SB",2023,0,0,0,NA
"AFG","Afghanistan","SB",2024,0,0,0,NA
"AFG","Afghanistan","SB",2025,0,0,0,NA
"AFG","Afghanistan","SB",2026,0,0,0,NA
"AFG","Afghanistan","SB",2027,0,0,0,NA
"AFG","Afghanistan","SB",2028,0,0,0,NA
"AFG","Afghanistan","SB",2029,0,0,0,NA
"AFG","Afghanistan","SB",2030,0,0,0,NA
"AFG","Afghanistan","SH",2017,57.14,57.14,0,0
"AFG","Afghanistan","SH",2018,56.6183581,56.6183581,0,0
"AFG","Afghanistan","SH",2019,55.7325476,55.7325476,0,0
"AFG","Afghanistan","SH",2020,55.00416566,55.0364285,-0.032262836,-0.058620874
"AFG","Afghanistan","SH",2021,54.75965814,54.86738356,-0.107725416,-0.196337804
"AFG","Afghanistan","SH",2022,54.50093771,54.68694292,-0.186005208,-0.340127274
"AFG","Afghanistan","SH",2023,54.33285046,54.60651078,-0.273660314,-0.501149606
"AFG","Afghanistan","SH",2024,54.14908405,54.50832722,-0.359243169,-0.659061078
"AFG","Afghanistan","SH",2025,53.98009238,54.42339272,-0.443300348,-0.814540083
"AFG","Afghanistan","SH",2026,53.80347981,54.32977057,-0.52629076,-0.968696821
"AFG","Afghanistan","SH",2027,53.61835134,54.22907131,-0.610719977,-1.126185573
"AFG","Afghanistan","SH",2028,53.44973779,54.13987654,-0.690138752,-1.274732778
"AFG","Afghanistan","SH",2029,53.26712255,54.05070369,-0.783581138,-1.449714961
"AFG","Afghanistan","SH",2030,53.06240429,53.9213901,-0.858985804,-1.593033493
"AFG","Afghanistan","SU",2017,88.73,88.73,0,0
"AFG","Afghanistan","SU",2018,90.9298824,90.9298824,0,0
"AFG","Afghanistan","SU",2019,93.65816303,93.65816303,0,0
"AFG","Afghanistan","SU",2020,96.48886512,96.50691052,-0.018045405,-0.018698563
"AFG","Afghanistan","SU",2021,99.54278449,99.5943087,-0.051524212,-0.051734093
"AFG","Afghanistan","SU",2022,102.785349,102.86907,-0.083720956,-0.081385936
"AFG","Afghanistan","SU",2023,105.9265294,106.0287429,-0.102213553,-0.09640174
"AFG","Afghanistan","SU",2024,109.1658222,109.2864703,-0.120648063,-0.110396157
"AFG","Afghanistan","SU",2025,112.5938851,112.737397,-0.143511902,-0.127297512
"AFG","Afghanistan","SU",2026,116.3004971,116.4859166,-0.185419445,-0.159177565
"AFG","Afghanistan","SU",2027,120.0566945,120.3067725,-0.250077963,-0.207866904
"AFG","Afghanistan","SU",2028,123.8132461,124.1044384,-0.291192281,-0.234634864
"AFG","Afghanistan","SU",2029,127.7372945,128.075964,-0.338669441,-0.264428571
"AFG","Afghanistan","SU",2030,131.7751729,132.1535734,-0.378400538,-0.286333943
"AFG","Afghanistan","TOT",2017,1987.91,1987.91,0,0
"AFG","Afghanistan","TOT",2018,1989.421456,1989.421456,0,0
"AFG","Afghanistan","TOT",2019,1986.639651,1986.639651,0,0
"AFG","Afghanistan","TOT",2020,1986.456449,1986.839733,-0.383284846,-0.019291181
"AFG","Afghanistan","TOT",2021,1987.486933,1988.290784,-0.803850785,-0.040429237
"AFG","Afghanistan","TOT",2022,1988.467131,1989.559265,-1.092133711,-0.054893248
"AFG","Afghanistan","TOT",2023,1988.897023,1990.029463,-1.132439275,-0.056905654
"AFG","Afghanistan","TOT",2024,1991.404577,1992.711397,-1.306819556,-0.065579971
"AFG","Afghanistan","TOT",2025,1994.636554,1996.223609,-1.587054109,-0.079502822
"AFG","Afghanistan","TOT",2026,1998.855711,2001.051459,-2.195747724,-0.109729698
"AFG","Afghanistan","TOT",2027,2003.848088,2006.338123,-2.49003499,-0.124108442
"AFG","Afghanistan","TOT",2028,2009.399378,2012.093803,-2.694425384,-0.133911519
"AFG","Afghanistan","TOT",2029,2015.675393,2018.740982,-3.065588589,-0.15185646
"AFG","Afghanistan","TOT",2030,2022.541154,2025.930484,-3.38933013,-0.167297455
"AFG","Afghanistan","VL",2017,92.46,92.46,0,0
"AFG","Afghanistan","VL",2018,94.40156516,94.40156516,0,0
"AFG","Afghanistan","VL",2019,93.91815924,93.91815924,0,0
"AFG","Afghanistan","VL",2020,95.02116064,95.00982345,0.011337186,0.011932646
"AFG","Afghanistan","VL",2021,95.90010338,95.88504035,0.015063027,0.015709465
"AFG","Afghanistan","VL",2022,96.87722808,96.86061648,0.016611602,0.017150007
"AFG","Afghanistan","VL",2023,97.9717081,97.96129223,0.010415865,0.010632633
"AFG","Afghanistan","VL",2024,98.91939359,98.93341798,-0.01402438,-0.014175574
"AFG","Afghanistan","VL",2025,99.77140536,99.80257359,-0.03116823,-0.031229886
"AFG","Afghanistan","VL",2026,100.6443909,100.6896894,-0.045298506,-0.044988227
"AFG","Afghanistan","VL",2027,101.5184946,101.5756841,-0.057189529,-0.056302382
"AFG","Afghanistan","VL",2028,102.3726184,102.44586,-0.07324159,-0.071492972
"AFG","Afghanistan","VL",2029,103.218721,103.3124714,-0.093750394,-0.090744508
"AFG","Afghanistan","VL",2030,104.0327348,104.1436257,-0.110890958,-0.106478872
"AFG","Afghanistan","WT",2017,1317.73,1317.73,0,0
"AFG","Afghanistan","WT",2018,1316.48634,1316.48634,0,0
"AFG","Afghanistan","WT",2019,1316.217556,1316.217556,0,0
"AFG","Afghanistan","WT",2020,1312.444058,1312.707527,-0.263469624,-0.020070703
"AFG","Afghanistan","WT",2021,1310.221587,1310.663,-0.441412807,-0.033678589
"AFG","Afghanistan","WT",2022,1307.836968,1308.341069,-0.504100448,-0.038529743
"AFG","Afghanistan","WT",2023,1305.150109,1305.485687,-0.335577967,-0.02570522
"AFG","Afghanistan","WT",2024,1303.602968,1303.871655,-0.268687118,-0.020606869
"AFG","Afghanistan","WT",2025,1302.595245,1302.901385,-0.306139655,-0.023496763
"AFG","Afghanistan","WT",2026,1302.129713,1302.748054,-0.618341123,-0.047464367
"AFG","Afghanistan","WT",2027,1302.276153,1302.889231,-0.613077559,-0.047055233
"AFG","Afghanistan","WT",2028,1302.939338,1303.505208,-0.56587085,-0.043411476
"AFG","Afghanistan","WT",2029,1304.085019,1304.718464,-0.633444587,-0.048550289
"AFG","Afghanistan","WT",2030,1305.826595,1306.515013,-0.688417749,-0.052691147
"AGO","Angola","BT",2017,1.11,1.11,0,0
"AGO","Angola","BT",2018,1.061468119,1.061468119,0,0
"AGO","Angola","BT",2019,1.023537847,1.023537847,0,0
"AGO","Angola","BT",2020,1.014424286,1.014308332,0.000115953,0.011431754
"AGO","Angola","BT",2021,1.001025692,1.001371177,-0.000345485,-0.034501214
"AGO","Angola","BT",2022,0.987572637,0.987917195,-0.000344558,-0.034877184
"AGO","Angola","BT",2023,0.975236258,0.975453114,-0.000216855,-0.022231247
"AGO","Angola","BT",2024,0.962241595,0.962478192,-0.000236597,-0.024582016
"AGO","Angola","BT",2025,0.949974998,0.950153894,-0.000178896,-0.01882813
"AGO","Angola","BT",2026,0.937738059,0.938050786,-0.000312727,-0.03333792
"AGO","Angola","BT",2027,0.925698783,0.925950388,-0.000251605,-0.027172594
"AGO","Angola","BT",2028,0.913826315,0.913996321,-0.000170006,-0.018600319
"AGO","Angola","BT",2029,0.90199402,0.902147444,-0.000153425,-0.017006634
"AGO","Angola","BT",2030,0.890321716,0.890330075,-8.36e-06,-0.000938873
"AGO","Angola","BV",2017,28.32,28.32,0,0
"AGO","Angola","BV",2018,27.17845622,27.17845622,0,0
"AGO","Angola","BV",2019,26.2700374,26.2700374,0,0
"AGO","Angola","BV",2020,25.99932337,25.96103114,0.038292227,0.147498869
"AGO","Angola","BV",2021,25.78534907,25.77807844,0.007270624,0.028204676
"AGO","Angola","BV",2022,25.58111542,25.57376926,0.007346157,0.028725358
"AGO","Angola","BV",2023,25.35807103,25.36263025,-0.004559219,-0.017976129
"AGO","Angola","BV",2024,25.16140967,25.17605733,-0.014647655,-0.058180893
"AGO","Angola","BV",2025,24.97973808,25.00422539,-0.024487312,-0.097932695
"AGO","Angola","BV",2026,24.77449698,24.80531445,-0.030817466,-0.124237353
